pid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr
"6105846",23,34,24,18,15,15,59,30,17,46,36,34,39,66,65,63,38,21,26,16,21,21,24,58,23,21,24,38,78,75,67,75,72,76,"Good","Cao","高","Good","상","ดี","Artur Boruc","A. Boruc","badged y2006","2006","scottish-premiership",70,"gk-70",1,"Poland","Celtic","20.2.1980(36)","193","88","3","5","2","2","","","","","","","",""
"6134906",75,73,61,67,80,44,78,81,79,71,67,80,77,77,68,55,72,72,42,57,73,74,34,70,20,13,17,42,12,12,13,17,14,82,"Good","Cao","高","Good","상","ดี","Marouane Chamakh","M. Chamakh","badged y2006","2006","ligue-1",74,"st-74,cf-73,rf-73",3,"Morocco","Bordeaux","10.1.1984(32)","185","70","3","5","2","1","Acrobatic","Nghệ sĩ","杂耍高手","아크로바틱","","","",""
"6136285",78,78,76,67,70,76,72,52,75,79,82,65,73,61,77,74,71,65,52,71,78,73,31,62,14,23,16,11,18,18,16,21,18,75,"Good","Cao","高","Good","상","ดี","Lee Chun Soo","L. Chun Soo","badged y2006","2006","k-league-classic",73,"rf-73,rm-72,rw-73",3,"Korea Republic","Ulsan Hyundai","9.7.1981(35)","172","62","2","5","3","1","","","","","","","",""
"6136363",62,68,51,61,60,53,68,66,77,70,73,71,66,64,79,66,83,72,45,52,75,66,24,86,14,22,12,14,17,15,19,15,16,69,"Average","TB","中","Normal","보통","ดปานกลาง","Jung Jo Gook","J. Jo Gook","badged y2006","2006","k-league-classic",70,"cf-70",3,"Korea Republic","FC Seoul","23.4.1984(32)","185","78","4","5","3","1","","","","","","","",""
"6136553",72,78,63,61,78,66,74,75,75,72,78,65,70,68,66,44,81,72,43,68,78,62,25,60,8,16,9,6,11,8,10,15,10,73,"Good","Cao","高","Good","상","ดี","Lee Dong Gook","L. Dong Gook","badged y2006","2006","k-league-classic",70,"cf-70",3,"Korea Republic","Pohang Steelers","29.4.1979(37)","185","80","4","5","3","1","","","","","Leadership","Lãnh đạo","领导力","리더쉽"
"6136601",12,16,13,13,14,12,14,17,69,49,49,21,63,70,83,68,79,24,18,11,30,13,24,64,20,20,17,41,75,79,72,64,68,73,"Good","Cao","高","Good","상","ดี","Kim Yong Dae","K. Yong Dae","badged y2006","2006","k-league-classic",70,"gk-70",1,"Korea Republic","Seongnam FC","11.10.1979(37)","189","83","3","5","2","2","","","","","Steel Body","Cứng cỏi","不易受伤","강철몸"
"6136686",13,17,21,14,15,14,19,16,37,54,70,25,67,76,80,67,76,31,12,13,31,13,24,62,18,26,13,36,71,76,71,72,64,73,"Average","TB","中","Normal","보통","ดปานกลาง","Kim Young Kwang","K. Young Kwang","badged y2006","2006","k-league-classic",70,"gk-70",1,"Korea Republic","Jeonnam Dragons","28.6.1983(33)","184","80","3","5","2","2","","","","","","","",""
"6137671",83,71,79,76,73,71,77,74,80,78,76,73,71,74,74,73,67,70,55,59,70,79,34,67,32,23,19,65,12,12,11,10,12,82,"Good","Cao","高","Good","상","ดี","Peter Odemwingie","P. Odemwingie","badged y2006","2006","ligue-1",75,"st-75,cf-74,cam-72",3,"Nigeria","LOSC Lille","15.7.1981(35)","182","75","4","5","3","1","Goal Getter","Xạ thủ","进球机器","골게터","","","",""
"6138782",52,65,68,57,64,33,48,64,78,72,72,73,71,64,79,42,72,75,68,69,71,69,82,69,69,67,70,43,14,15,18,17,16,79,"Good","Cao","高","Good","상","ดี","Darren Fletcher","D. Fletcher","badged y2006","2006","barclays-premier-league",71,"cm-71,rm-70,cam-69",2,"Scotland","Manchester United","1.2.1984(32)","180","79","3","5","2","3","","","","","","","",""
"6139006",22,28,41,33,22,22,22,22,70,49,45,67,69,66,66,56,54,22,23,22,22,33,24,73,32,49,22,17,76,76,72,73,75,77,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Oswaldo Sanchez","O. Sanchez","badged y2006","2006","liga-bancomer-mx",74,"gk-74",1,"Mexico","Guadalajara","21.9.1973(43)","184","82","3","5","2","2","","","","","Leadership,GK Long Throw","Lãnh đạo,Thủ môn ném xa","领导力,GK 大力手抛球","리더쉽,GK 멀리 던지기"
"6140035",33,63,42,40,59,60,57,68,75,68,68,57,77,72,68,64,70,63,57,62,69,53,73,74,75,71,78,67,15,15,17,12,13,80,"Good","Cao","高","Good","상","ดี","Ricardo Osorio","R. Osorio","badged y2006","2006","bundesliga",71,"cb-71,rb-70,lb-70",2,"Mexico","VfB Stuttgart","30.3.1980(36)","173","68","3","5","2","3","","","","","","","",""
"6140222",59,68,55,69,65,51,67,73,72,66,63,63,68,69,65,78,72,71,61,57,63,54,69,68,74,68,74,72,17,11,11,14,16,76,"Good","Cao","高","Good","상","ดี","Paulo Da Silva","P. Da Silva","badged y2006","2006","liga-bancomer-mx",71,"cb-71,lw-63",2,"Paraguay","Toluca","1.2.1980(36)","180","75","3","5","1","3","","","","","","","",""
"6140233",13,25,24,13,16,18,17,39,63,39,45,72,59,69,58,51,64,27,31,17,28,18,18,62,27,22,13,20,73,67,67,76,71,82,"Good","Cao","高","Good","상","ดี","Guillermo Ochoa","G. Ochoa","badged y2006","2006","liga-bancomer-mx",70,"gk-70",1,"Mexico","America","13.7.1985(31)","183","75","4","5","2","2","","","","","","","",""
"6140256",58,56,56,39,57,39,56,70,69,51,54,56,63,68,74,72,69,62,53,37,63,52,70,69,79,74,80,56,17,13,16,14,9,74,"Good","Cao","高","Good","상","ดี","Dario Veron","D. Veron","badged y2006","2006","liga-bancomer-mx",70,"cb-70,sw-71,lb-65",2,"Paraguay","U.N.A.M.","26.7.1979(37)","181","80","5","3","2","3","","","","","","","",""
"6140601",34,56,45,49,35,66,52,77,66,71,67,45,73,78,76,77,77,69,54,43,66,44,74,69,78,74,73,78,17,19,22,14,24,79,"Good","Cao","高","Good","상","ดี","Nemanja Vidic","N. Vidic","badged y2006","2006","barclays-premier-league",74,"cb-74,cdm-71",2,"Serbia","Manchester United","21.10.1981(34)","188","84","3","5","1","3","","","","","Long Throw In","Ném biên xa","大力手抛球","장거리 드로잉"
"6156412",33,33,42,28,33,33,33,33,57,33,33,61,60,68,57,46,45,33,33,33,33,33,22,71,33,32,33,14,71,69,73,74,73,75,"Good","Cao","高","Good","상","ดี","Jose de Jesus Corona","J. de Jesus Corona","badged y2006","2006","",70,"gk-70",1,"Mexico","Rest of the World","26.1.1981(35)","180","82","3","5","2","2","","","","","","","",""
"6157947",45,42,32,56,50,58,23,67,67,75,68,66,71,65,71,73,69,73,51,47,66,52,72,67,72,67,72,67,12,9,11,13,11,72,"Good","Cao","高","Good","상","ดี","Ze Castro","Z. Castro","badged y2006","2006","liga-bbva",70,"cb-70,sw-69",2,"Portugal","Atletico Madrid","13.1.1983(33)","183","76","3","5","2","1","","","","","Steel Body","Cứng cỏi","不易受伤","강철몸"
"6162347",57,60,67,59,56,74,58,31,73,66,67,73,67,44,73,50,64,77,71,59,75,71,62,78,45,42,44,32,9,16,16,13,9,78,"Good","Cao","高","Good","상","ดี","Joao Moutinho","J. Moutinho","badged y2006","2006","liga-portuguesa",71,"cam-71,cm-70",3,"Portugal","Sporting CP","8.9.1986(30)","170","61","3","5","2","2","","","","","Play maker (AI)","Kiến tạo (AI)","组织型球员 (AI)","플레이 메이커 (AI)"
"7003622",36,49,39,37,49,34,36,77,81,67,62,56,77,79,78,75,72,66,57,45,62,40,76,64,81,82,82,73,11,9,11,10,10,79,"Good","Cao","高","Good","상","ดี","Ricardo Carvalho","R. Carvalho","badged y2007","2007","barclays-premier-league",77,"cb-77,sw-77",2,"Portugal","Chelsea","18.5.1978(38)","181","79","3","5","2","2","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","Prefer long pass (AI)","Chuyền dài (AI)","善于长传 (AI)","긴 패스 선호 (AI)"
"7004098",58,76,73,69,62,66,70,75,79,78,77,74,73,74,82,66,73,77,74,67,78,66,72,76,73,74,64,74,10,11,11,11,11,80,"Average","TB","中","Normal","보통","ดปานกลาง","Tiago","Tiago","badged y2007","2007","serie-a",74,"cm-74,cdm-73,cam-73,rm-73",4,"Portugal","Juventus","2.5.1981(35)","183","75","3","5","2","2","","","","","Prefer long shot (AI)","Sút xa (AI)","重炮手 (AI)","중거리 슛 선호 (AI)"
"7020775",64,74,81,73,73,72,70,61,74,79,74,81,67,68,73,62,76,76,73,78,79,78,23,79,42,23,35,71,11,11,16,15,10,81,"Average","TB","中","Normal","보통","ดปานกลาง","Quaresma","Quaresma","badged y2007","2007","liga-portuguesa",75,"rw-75,rm-75,lw-75,rf-74",5,"Portugal","FC Porto","26.9.1983(33)","173","67","4","5","2","1","Acrobatic,Delivery cross,Technician","Nghệ sĩ,Tạt bóng,Vũ công","杂耍高手,传中高手,控球大师","아크로바틱,택배 크로스,테크니션","Diver,Short tempered,Impressive Skill,Pass master","Ăn vạ,Tranh cãi trọng tài,Tinh tế,Chuyên gia chuyền bóng","假摔,与裁判争论,花式大师,传球大师","다이버,다혈질,화려한 개인기,패스 마스터"
"7020801",77,81,81,68,79,79,82,76,67,85,87,87,78,79,82,76,85,73,67,79,87,91,25,78,28,28,28,56,12,13,10,9,11,85,"Good","Cao","高","Good","상","ดี","Cristiano Ronaldo","C. Ronaldo","badged y2007","2007","barclays-premier-league",80,"rw-80,lw-80,rf-79,lf-79",5,"Portugal","Manchester United","5.2.1985(31)","185","83","4","5","3","1","Acrobatic,Freekick Specialist,Delivery cross,Technician,Fast runner","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Vũ công,Tia chớp","杂耍高手,任意球大师,传中高手,控球大师,飞翼","아크로바틱,프리킥 스페셜리스트,택배 크로스,테크니션,날쌘돌이","Diver,Prefer individual play (AI),Impressive Skill","Ăn vạ,Cá nhân (AI),Tinh tế","假摔,独狼 (AI),花式大师","다이버,개인 플레이 선호 (AI),화려한 개인기"
"7025420",73,78,66,68,76,65,74,79,68,65,64,63,71,73,60,73,64,61,45,55,72,66,32,67,36,33,26,47,12,11,12,10,10,74,"Good","Cao","高","Good","상","ดี","Claudio Pizarro","C. Pizarro","badged y2007","2007","barclays-premier-league",71,"st-71,cf-68,cam-66,rf-68",3,"Peru","Chelsea","3.10.1978(38)","184","79","4","5","2","2","","","","","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7025798",70,75,67,66,75,48,56,78,65,73,67,69,63,79,67,71,73,68,39,57,71,71,35,74,33,39,28,66,10,13,10,16,15,74,"Average","TB","中","Normal","보통","ดปานกลาง","Roque Santa Cruz","R. Santa Cruz","badged y2007","2007","football-league-championship",70,"st-70,cf-69,cam-68,rf-69",3,"Paraguay","Blackburn Rovers","16.8.1981(35)","189","80","4","5","2","2","","","","","Glass Body,Strong Header","Dễ chấn thương,Đánh đầu mạnh","玻璃人,强力头球","유리몸,강력한 헤딩"
"7026709",31,62,48,48,56,68,70,79,78,65,70,66,76,75,73,79,72,67,73,56,68,59,69,75,78,79,78,69,11,11,10,9,10,79,"Good","Cao","高","Good","상","ดี","Rafael Marquez","R. Marquez","badged y2007","2007","liga-bbva",75,"cb-75,cdm-72,sw-75",2,"Mexico","FC Barcelona","13.2.1979(37)","182","73","3","5","2","2","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","Prefer long pass (AI),Strong Header","Chuyền dài (AI),Đánh đầu mạnh","善于长传 (AI),强力头球","긴 패스 선호 (AI),강력한 헤딩"
"7046857",79,55,82,82,25,85,73,72,73,69,72,74,74,75,72,73,76,74,63,87,75,74,67,77,50,24,49,67,13,10,15,13,11,76,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Morten Gamst Pedersen","M. Gamst Pedersen","badged y2007","2007","football-league-championship",74,"lm-74,lw-75,rm-74",4,"Norway","Blackburn Rovers","8.9.1981(35)","180","71","5","5","3","1","Goal Getter,Freekick Specialist,Delivery cross","Xạ thủ,Chuyên gia đá phạt,Tạt bóng","进球机器,任意球大师,传中高手","골게터,프리킥 스페셜리스트,택배 크로스","Sharp curling shot,Prefer long shot (AI)","Sút xoáy,Sút xa (AI)","a搓射高手,重炮手 (AI)","예리한 감아차기,중거리 슛 선호 (AI)"
"7049045",81,79,32,59,70,33,79,72,73,72,62,65,72,71,75,77,67,62,39,47,73,74,20,67,30,24,20,42,16,16,13,17,20,75,"Good","Cao","高","Good","상","ดี","Kris Boyd","K. Boyd","badged y2007","2007","",73,"st-73,cf-71",3,"Scotland","Rest of the World","18.8.1983(33)","183","82","3","5","2","1","Solver","Sát thủ","终结者","해결사","","","",""
"7103133",67,74,73,76,78,61,75,67,80,73,72,61,72,69,69,61,62,71,70,72,78,76,46,72,41,40,36,38,16,13,9,16,10,74,"Good","Cao","高","Good","상","ดี","Seol Ki Hyeon","S. Ki Hyeon","badged y2007","2007","football-league-championship",73,"rm-73,lm-73,cf-74",3,"Korea Republic","Reading","8.1.1979(37)","184","73","4","5","2","2","","","","","","","",""
"7109416",73,71,69,58,62,62,70,63,75,78,79,66,67,57,72,67,65,67,52,61,75,69,28,69,22,20,21,57,16,15,12,14,11,81,"Good","Cao","高","Good","상","ดี","Alexandr Kerzhakov","A. Kerzhakov","badged y2007","2007","liga-bbva",70,"st-70,cf-71",4,"Russia","Sevilla FC","27.11.1982(33)","175","67","4","5","3","2","","","","","","","",""
"7112542",55,70,43,67,31,62,61,80,69,64,66,59,64,60,75,76,69,62,58,45,58,47,70,68,74,69,73,74,12,15,14,13,12,72,"Good","Cao","高","Good","상","ดี","Sergey Ignashevich","S. Ignashevich","badged y2007","2007","national-team",70,"cb-70,sw-71,cdm-67,rb-66",2,"Russia","Russia","14.7.1979(37)","186","82","3","5","2","3","","","","","Steel Body","Cứng cỏi","不易受伤","강철몸"
"7120533",39,63,42,52,24,45,53,73,71,75,77,59,73,76,73,73,70,62,64,37,67,54,76,71,78,74,79,67,10,12,13,16,16,78,"Good","Cao","高","Good","상","ดี","Pepe","Pepe","badged y2007","2007","liga-bbva",73,"cb-73,sw-73",2,"Portugal","Real Madrid","26.2.1983(33)","186","72","3","5","2","3","","","","","Prefer long pass (AI),Strong Header","Chuyền dài (AI),Đánh đầu mạnh","善于长传 (AI),强力头球","긴 패스 선호 (AI),강력한 헤딩"
"7134820",61,68,58,54,64,51,59,38,65,78,73,60,57,43,79,79,67,79,75,72,79,80,66,69,67,65,36,79,11,14,13,12,13,78,"Average","TB","中","Normal","보통","ดปานกลาง","Scott Brown","S. Brown","badged y2007","2007","scottish-premiership",72,"cm-72,rm-73,cam-71,rw-71",3,"Scotland","Celtic","25.6.1985(31)","165","64","3","5","3","3","Two hearts","Người không phổi","跑不死","두개의 심장","Prefer early cross (AI)","Tạt bóng sớm (AI)","斜传好手 (AI)","斜传好手 (AI)"
"7134906",74,72,60,66,79,43,77,80,78,70,66,79,76,76,67,54,71,71,41,56,72,73,43,69,19,12,16,41,11,11,12,16,13,79,"Good","Cao","高","Good","상","ดี","Marouane Chamakh","M. Chamakh","badged y2007","2007","ligue-1",73,"st-73,cf-72,rf-72",3,"Morocco","Bordeaux","10.1.1984(32)","185","70","3","5","2","1","Acrobatic","Nghệ sĩ","杂耍高手","아크로바틱","","","",""
"7136553",65,74,62,72,84,31,73,75,79,70,73,50,77,71,80,79,78,61,41,43,69,64,25,67,31,28,22,64,12,9,11,16,11,74,"Good","Cao","高","Good","상","ดี","Lee Dong Gook","L. Dong Gook","badged y2007","2007","football-league-championship",71,"st-71,cf-69",3,"Korea Republic","Middlesbrough","29.4.1979(37)","185","80","4","5","3","1","","","","","Prefer long shot (AI),Strong Header","Sút xa (AI),Đánh đầu mạnh","重炮手 (AI),强力头球","중거리 슛 선호 (AI),강력한 헤딩"
"7137494",70,78,40,67,76,42,73,70,72,87,89,85,79,77,74,76,79,67,45,49,72,76,27,69,39,35,27,70,15,12,13,9,16,77,"Good","Cao","高","Good","상","ดี","Obafemi Martins","O. Martins","badged y2007","2007","barclays-premier-league",74,"st-74,lf-73",3,"Nigeria","Newcastle United","28.10.1984(31)","170","70","5","5","2","2","Acrobatic,Fast runner","Nghệ sĩ,Tia chớp","杂耍高手,飞翼","아크로바틱,날쌘돌이","Impressive Skill,Strong Header","Tinh tế,Đánh đầu mạnh","花式大师,强力头球","화려한 개인기,강력한 헤딩"
"7137671",79,70,78,75,72,70,76,73,79,77,75,72,70,73,73,72,66,69,54,58,69,78,34,66,31,22,18,64,11,11,10,9,11,81,"Good","Cao","高","Good","상","ดี","Peter Odemwingie","P. Odemwingie","badged y2007","2007","",74,"st-74,cf-73,cam-71",3,"Nigeria","Rest of the World","15.7.1981(35)","182","75","4","5","3","1","Goal Getter","Xạ thủ","进球机器","골게터","","","",""
"7139006",22,28,41,33,22,22,22,22,70,49,45,67,69,66,66,56,54,22,23,22,22,33,27,73,32,49,22,17,74,76,72,73,69,76,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Oswaldo Sanchez","O. Sanchez","badged y2007","2007","liga-bancomer-mx",72,"gk-72",1,"Mexico","Santos Laguna","21.9.1973(43)","184","82","3","5","2","2","","","","","Leadership,GK Long Throw","Lãnh đạo,Thủ môn ném xa","领导力,GK 大力手抛球","리더쉽,GK 멀리 던지기"
"7139068",64,65,58,66,67,50,56,54,65,78,78,85,67,57,73,55,76,69,62,69,76,83,31,68,31,32,32,50,9,15,16,15,10,79,"Good","Cao","高","Good","상","ดี","Nani","Nani","badged y2007","2007","barclays-premier-league",72,"lw-72,cf-70,cam-71",5,"Portugal","Manchester United","17.11.1986(29)","175","76","4","5","2","2","Acrobatic,Technician","Nghệ sĩ,Vũ công","杂耍高手,控球大师","아크로바틱,테크니션","Impressive Skill","Tinh tế","花式大师","화려한 개인기"
"7140140",68,65,67,67,67,67,67,62,69,68,66,68,70,67,71,62,70,73,69,70,73,68,34,72,47,43,52,60,12,11,16,14,16,77,"Average","TB","中","Normal","보통","ดปานกลาง","Sinha","Sinha","badged y2007","2007","liga-bancomer-mx",70,"cam-70",4,"Mexico","Toluca","23.5.1976(40)","163","68","4","5","2","1","","","","","Prefer long shot (AI),Pass master","Sút xa (AI),Chuyên gia chuyền bóng","重炮手 (AI),传球大师","중거리 슛 선호 (AI),패스 마스터"
"7140222",58,67,54,68,64,50,66,72,71,65,62,62,67,68,64,77,71,70,60,56,62,53,66,67,73,67,73,71,16,10,10,13,15,75,"Good","Cao","高","Good","상","ดี","Paulo Da Silva","P. Da Silva","badged y2007","2007","liga-bancomer-mx",70,"cb-70,lw-62",2,"Paraguay","Toluca","1.2.1980(36)","180","75","3","5","1","3","","","","","","","",""
"7140233",13,25,12,13,16,18,17,14,63,62,45,72,59,69,49,51,64,27,31,17,28,18,24,53,27,22,13,20,73,71,67,79,73,80,"Good","Cao","高","Good","상","ดี","Guillermo Ochoa","G. Ochoa","badged y2007","2007","liga-bancomer-mx",72,"gk-72",1,"Mexico","America","13.7.1985(31)","183","75","4","5","2","2","","","","","GK Assist in Offense (AI)","Lao lên tham gia phạt góc (AI)","GK 参与进攻 (AI)","GK 공격 가담 (AI)"
"7140256",57,62,55,38,56,38,55,69,68,58,60,55,62,67,71,74,68,62,58,36,63,55,69,68,73,76,77,55,16,12,15,13,8,73,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Dario Veron","D. Veron","badged y2007","2007","national-team",70,"cb-70,sw-70,lb-65",2,"Paraguay","Paraguay","26.7.1979(37)","181","80","5","3","2","3","","","","","","","",""
"7140601",39,52,41,39,31,45,48,85,76,68,67,55,69,83,72,81,73,62,64,39,63,40,75,56,78,74,76,85,13,15,18,10,20,79,"Good","Cao","高","Good","상","ดี","Nemanja Vidic","N. Vidic","badged y2007","2007","barclays-premier-league",76,"cb-76,cdm-70",2,"Serbia","Manchester United","21.10.1981(34)","188","84","3","5","1","3","Tanker,Dominator of the air","Chiến binh,Chuyên gia không chiến","重量级球员,高空制空权","탱커,공중의 지배자","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
