pid	imageid	finishing	shotpower	curve	longshots	volleys	freekickaccuracy	penalties	headingaccuracy	positioning	sprintspeed	acceleration	agility	reactions	jumping	stamina	strength	balance	shortpassing	longpassing	crossing	ballcontrol	dribbling	tacticalawareness	vision	standingtackle	slidingtackle	marking	aggression	gkdiving	gkhandling	gkkicking	gkreflexes	gkpositioning	poten	perfcon	perfcon_vn	perfcon_cn	perfcon_id	perfcon_kr	perfcon_th	fullname	shortname	badged	season	league	overallrating	positions	skillmoves	nation	club	birthday	height	weight	leftfoot	rightfoot	attack	defence	speciality	speciality_vn	speciality_cn	speciality_kr	hidden_score	hidden_score_vn	hidden_score_cn	hidden_score_kr	isliveboost	boostvalue
91013732	91013732	42	63	51	40	45	38	57	94	90	80	77	63	87	89	89	94	83	73	66	46	74	52	89	73	93	88	93	92	13	13	13	9	13	89	Excellent	R?t cao	??	Excellent	??	??????	John Terry	J. Terry	badged y2091	xi		89	"cb-89,sw-89"	5	England	WORLD BEST	7.12.1980 (37)	187	90	3	5	2	3	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,Chuyên gia không chi?n"	"??????,?????,???,????,?????"	"??? ???,??,?? ???,??? ?,??? ???"	"Leadership,Short tempered,Strong Header"	"Lãnh ??o,Tranh cãi tr?ng tài,?ánh ??u m?nh"	"???,?????,????"	"???,???,??? ??"		
91013743	91013743	85	95	82	97	82	84	81	78	88	84	81	77	84	81	92	87	85	89	91	92	89	83	70	92	86	81	77	85	10	12	12	14	11	87	Excellent	R?t cao	??	Excellent	??	??????	Steven Gerrard	S. Gerrard	badged y2091	xi		88	"rm-87,cm-88,cdm-84"	5	England	WORLD BEST	30.5.1980 (37)	183	83	4	5	2	2	"Perfect Striker,Perfect Midfielder,Goal Getter,Tanker,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner,Solver"	"Cây s?n bàn,Nh?c tr??ng,X? th?,Chi?n binh,B?c t??ng thép,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công,Tia ch?p,Sát th?"	"???????,???????,????,?????,????,?????,????,????,????,????,??,???"	"??? ???,??? ????,???,??,??? ?,??? ??????,?? ???,?? ??,?????,????,????,???"	"Leadership,Prefer early cross (AI),Prefer long pass (AI),Prefer long shot (AI),Play maker (AI)"	"Lãnh ??o,T?t bóng s?m (AI),Chuy?n dài (AI),Sút xa (AI),Ki?n t?o (AI)"	"???,???? (AI),???? (AI),??? (AI),????? (AI)"	"???,???? (AI),? ?? ?? (AI),??? ? ?? (AI),??? ??? (AI)"		
91020801	91020801	93	93	85	96	88	88	86	89	90	93	94	91	91	91	89	88	83	85	77	84	95	93	33	87	35	30	29	66	11	14	17	14	16	95	Good	Cao	?	Good	?	??	Cristiano Ronaldo	Cristiano Ronaldo	badged y2091	xi		91	"rw-91,rm-89"	5	Portugal	WORLD BEST	5.2.1985 (33)	186	84	4	5	3	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Dominator of the air,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p"	"???????,????,?????,????,?????,????,????,????,?????,??"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,????,??? ???,????"	"Diver,Sharp curling shot,Impressive Skill,Prefer long shot (AI)"	"?n v?,Sút xoáy,Tinh t?,Sút xa (AI)"	"??,????,????,??? (AI)"	"???,??? ????,??? ???,??? ? ?? (AI)"		
91028130	91028130	86	82	90	90	90	92	85	67	89	89	88	94	89	68	78	74	83	86	81	81	98	97	38	85	35	29	20	68	15	13	15	14	13	92	Good	Cao	?	Good	?	??	Ronaldinho	Ronaldinho	badged y2091	xi		89	"rw-90,cf-89,rf-89,cam-89"	5	Brazil	WORLD BEST	21.3.1980 (37)	181	81	4	5	2	2	"Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"???????,????,????,?????,????,????,????,??"	"??? ???,???,?????,??? ??????,?? ???,?? ??,????,????"	"Sharp curling shot,Impressive Skill,Play maker (AI),Pass master"	"Sút xoáy,Tinh t?,Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"????,????,????? (AI),????"	"??? ????,??? ???,??? ??? (AI),?? ???"		
91031432	91031432	95	87	77	86	82	86	86	90	91	85	82	71	87	91	81	93	87	81	56	80	82	82	53	81	38	38	30	89	14	15	12	17	11	88	Good	Cao	?	Good	?	??	Didier Drogba	D. Drogba	badged y2091	xi		87	"st-87,cf-85"	5	Ivory Coast	WORLD BEST	11.3.1978 (39)	189	91	4	5	2	2	"Perfect Striker,Goal Getter,Tanker,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,????,?????,?????,????,????,????,?????,??,???"	"??? ???,???,??,??? ??????,?? ???,?? ??,????,??? ???,????,???"	"Leadership,Sharp curling shot,Impressive Skill,Strong Header"	"Lãnh ??o,Sút xoáy,Tinh t?,?ánh ??u m?nh"	"???,????,????,????"	"???,??? ????,??? ???,??? ??"		
91041236	91041236	93	91	78	90	92	81	86	83	88	81	80	86	86	85	77	88	85	81	71	76	91	88	30	83	55	34	25	77	17	18	14	16	13	87	Excellent	R?t cao	??	Excellent	??	??????	Zlatan Ibrahimovic	Z. Ibrahimovic	badged y2091	xi		87	"st-87,cf-87"	5	Sweden	WORLD BEST	3.10.1981 (36)	192	95	4	5	2	1	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Solver"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Chuyên gia không chi?n,Sát th?"	"???????,????,?????,????,?????,????,????,?????,???"	"??? ???,???,??,?????,??? ??????,?? ??,????,??? ???,???"	"Impressive Skill,Prefer long shot (AI),Play maker (AI),Pass master"	"Tinh t?,Sút xa (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"????,??? (AI),????? (AI),????"	"??? ???,??? ? ?? (AI),??? ??? (AI),?? ???"		
91045197	91045197	81	82	81	88	74	87	68	82	86	82	82	86	79	73	88	82	84	90	94	78	90	73	83	88	77	70	85	43	17	14	11	15	13	88	Excellent	R?t cao	??	Excellent	??	??????	Xabi Alonso	Xabi Alonso	badged y2091	xi		86	cm-86	5	Spain	WORLD BEST	25.11.1981 (36)	183	75	4	5	1	2	"Perfect Striker,Perfect Midfielder,Goal Getter,Tanker,Acrobatic,Vacuum Cleaner,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,Nh?c tr??ng,X? th?,Chi?n binh,Ngh? s?,Máy quét,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,???????,????,?????,????,???,?????,????,????,????,?????,??,???"	"??? ???,??? ????,???,??,?????,?? ???,??? ??????,?? ???,?? ??,?????,??? ???,????,???"	"Leadership,Prefer long pass (AI),Prefer long shot (AI),Play maker (AI),Pass master"	"Lãnh ??o,Chuy?n dài (AI),Sút xa (AI),Ki?n t?o (AI),Chuyên gia chuy?n bóng"	"???,???? (AI),??? (AI),????? (AI),????"	"???,? ?? ?? (AI),??? ? ?? (AI),??? ??? (AI),?? ???"		
91049369	91049369	91	85	78	81	88	69	72	82	92	91	90	87	95	79	86	79	78	83	60	73	88	87	40	82	24	37	29	68	12	11	11	10	11	85	Good	Cao	?	Good	?	??	Fernando Torres	Fernando Torres	badged y2091	xi		87	"st-87,cf-88,rf-88"	5	Spain	WORLD BEST	20.3.1984 (33)	183	78	4	5	2	2	"Perfect Striker,Goal Getter,Acrobatic,Cannon Shooter,Technician,Dominator of the air,Fast runner,Solver"	"Cây s?n bàn,X? th?,Ngh? s?,??i pháo,V? công,Chuyên gia không chi?n,Tia ch?p,Sát th?"	"???????,????,????,????,????,?????,??,???"	"??? ???,???,?????,?? ??,????,??? ???,????,???"	"Sharp curling shot,Celebrity"	"Sút xoáy,Ngôi sao ???c yêu thích"	"????,????"	"??? ????,???"		
91052091	91052091	58	75	78	59	57	55	60	78	80	88	87	82	86	86	91	74	84	81	81	86	82	82	85	79	87	90	87	83	18	18	17	13	11	87	Good	Cao	?	Good	?	??	Patrice Evra	P. Evra	badged y2091	xi		86	"rm-81,rwb-86,rb-86"	5	France	WORLD BEST	15.5.1981 (36)	175	76	5	3	3	3	"Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Two hearts,Technician,Fast runner"	"T?ng ?á,Ngh? s?,Máy quét,B?c t??ng thép,T?t bóng,Ng??i không ph?i,V? công,Tia ch?p"	"??????,????,???,????,????,???,????,??"	"??? ???,?????,?? ???,??? ?,?? ???,??? ??,????,????"	"Long Throw In,Prefer early cross (AI)"	"Ném biên xa,T?t bóng s?m (AI)"	"?????,???? (AI)"	"??? ???,???? (AI)"		
91054050	91054050	90	92	85	91	91	86	83	73	83	88	87	83	86	74	89	88	89	83	75	79	90	89	47	81	49	35	34	96	15	12	10	16	15	89	Excellent	R?t cao	??	Excellent	??	??????	Wayne Rooney	W. Rooney	badged y2091	xi		86	"st-86,cf-86,rf-86"	5	England	WORLD BEST	24.10.1985 (32)	176	78	4	5	3	3	"Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Two hearts,Technician,Fast runner"	"Cây s?n bàn,X? th?,Chi?n binh,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,Ng??i không ph?i,V? công,Tia ch?p"	"???????,????,?????,????,?????,????,????,???,????,??"	"??? ???,???,??,?????,??? ??????,?? ???,?? ??,??? ??,????,????"	"Short tempered,Prefer long shot (AI),Play maker (AI)"	"Tranh cãi tr?ng tài,Sút xa (AI),Ki?n t?o (AI)"	"?????,??? (AI),????? (AI)"	"???,??? ? ?? (AI),??? ??? (AI)"		
91113422	91113422	90	86	80	85	88	84	90	82	85	86	88	90	93	74	85	73	81	84	60	77	88	88	35	86	33	42	27	70	12	13	13	13	15	92	Excellent	R?t cao	??	Excellent	??	??????	David Villa	David Villa	badged y2091	xi		86	"st-86,rw-86,cf-87,cam-86"	5	Spain	WORLD BEST	3.12.1981 (36)	175	69	5	5	3	2	"Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Ngh? s?,Chuyên gia ?á ph?t,??i pháo,V? công,Tia ch?p"	"???????,????,????,?????,????,????,??"	"??? ???,???,?????,??? ??????,?? ??,????,????"	Sharp curling shot	Sút xoáy	????	??? ????		
91121939	91121939	47	59	76	67	67	63	63	67	89	84	86	87	89	72	88	69	71	90	83	87	83	85	92	87	85	91	82	72	16	17	13	12	18	85	Excellent	R?t cao	??	Excellent	??	??????	Philipp Lahm	P. Lahm	badged y2091	xi		87	"rwb-87,rb-86"	5	Germany	WORLD BEST	11.11.1983 (34)	170	64	4	5	2	3	"Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Technician,Fast runner"	"T?ng ?á,Ngh? s?,Máy quét,B?c t??ng thép,T?t bóng,V? công,Tia ch?p"	"??????,????,???,????,????,????,??"	"??? ???,?????,?? ???,??? ?,?? ???,????,????"	"Steel Body,Prefer sliding tackle (AI),Celebrity"	"C?ng c?i,Xo?c bóng (AI),Ngôi sao ???c yêu thích"	"????,???? (AI),????"	"???,???? ?? ?? (AI),???"		
91135455	91135455	76	83	83	86	79	78	72	78	79	88	87	79	85	79	89	88	87	86	80	89	83	89	87	85	89	86	86	89	15	16	14	18	14	84	Good	Cao	?	Good	?	??	Maicon	Maicon	badged y2091	xi		86	"rwb-86,rb-86"	5	Brazil	WORLD BEST	26.7.1981 (36)	184	77	3	5	3	2	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"??????,?????,????,???,????,?????,????,????,????,??"	"??? ???,??,?????,?? ???,??? ?,??? ??????,?? ???,?? ??,????,????"	"Long Throw In,Diver,Short tempered,Prefer long shot (AI)"	"Ném biên xa,?n v?,Tranh cãi tr?ng tài,Sút xa (AI)"	"?????,??,?????,??? (AI)"	"??? ???,???,???,??? ? ?? (AI)"		
91138449	91138449	90	86	87	93	91	86	83	65	90	90	92	86	87	70	83	77	77	91	87	85	91	92	44	87	35	30	28	48	8	9	11	9	12	91	Excellent	R?t cao	??	Excellent	??	??????	Kaka	Kaka	badged y2091	xi		89	"rf-89,cam-89,rm-89"	5	Brazil	WORLD BEST	22.4.1982 (35)	183	73	4	5	3	2	"Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"Cây s?n bàn,X? th?,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"???????,????,????,?????,????,????,????,??"	"??? ???,???,?????,??? ??????,?? ???,?? ??,????,????"	Sharp curling shot	Sút xoáy	????	??? ????		
91139869	91139869	77	88	85	91	81	89	75	66	84	78	80	84	84	57	84	73	80	90	94	88	89	86	68	92	60	58	37	75	13	10	17	16	15	83	Good	Cao	?	Good	?	??	Wesley Sneijder	W. Sneijder	badged y2091	xi		87	"cam-87,rm-86,cm-86"	5	Holland	WORLD BEST	9.6.1984 (33)	170	67	5	5	2	2	"Perfect Midfielder,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician"	"Nh?c tr??ng,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,??i pháo,B?c th?y,V? công"	"???????,????,?????,????,????,????,????"	"??? ????,?????,??? ??????,?? ???,?? ??,?????,????"	"Prefer long pass (AI),Prefer long shot (AI),Play maker (AI)"	"Chuy?n dài (AI),Sút xa (AI),Ki?n t?o (AI)"	"???? (AI),??? (AI),????? (AI)"	"? ?? ?? (AI),??? ? ?? (AI),??? ??? (AI)"		
91140601	91140601	49	63	51	39	44	52	63	95	86	75	72	58	82	92	83	87	84	75	62	47	70	53	85	63	94	87	88	89	15	17	20	12	22	89	Excellent	R?t cao	??	Excellent	??	??????	Nemanja Vidic	N. Vidic	badged y2091	xi		86	"cdm-80,cb-86"	5	Serbia	WORLD BEST	21.10.1981 (36)	189	84	3	5	1	3	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,Chuyên gia không chi?n"	"??????,?????,???,????,?????"	"??? ???,??,?? ???,??? ?,??? ???"	Strong Header	?ánh ??u m?nh	????	??? ??		
91146530	91146530	66	90	79	88	71	81	71	77	84	89	89	85	91	75	90	81	73	83	84	90	86	88	86	80	88	88	90	88	16	17	13	18	14	90	Good	Cao	?	Good	?	??	Dani Alves	Dani Alves	badged y2091	xi		88	"rm-85,rwb-88,rb-87"	5	Brazil	WORLD BEST	6.5.1983 (34)	171	64	3	5	3	1	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,Chuyên gia ?á ph?t,T?t bóng,??i pháo,V? công,Tia ch?p"	"??????,?????,????,???,????,?????,????,????,????,??"	"??? ???,??,?????,?? ???,??? ?,??? ??????,?? ???,?? ??,????,????"	"Diver,Short tempered"	"?n v?,Tranh cãi tr?ng tài"	"??,?????"	"???,???"		
91152729	91152729	59	54	50	48	60	52	70	88	58	80	77	65	85	82	81	87	81	87	84	83	84	72	88	77	90	88	89	81	15	16	18	13	19	85	Good	Cao	?	Good	?	??	Pique	Pique	badged y2091	xi		87	"cdm-85,rb-85,cb-87"	5	Spain	WORLD BEST	2.2.1987 (31)	193	81	3	5	3	2	"Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air"	"T?ng ?á,Chi?n binh,Máy quét,B?c t??ng thép,Chuyên gia không chi?n"	"??????,?????,???,????,?????"	"??? ???,??,?? ???,??? ?,??? ???"	"Prefer long pass (AI),Strong Header"	"Chuy?n dài (AI),?ánh ??u m?nh"	"???? (AI),????"	"? ?? ?? (AI),??? ??"		
91155862	91155862	65	73	74	54	50	62	52	91	85	87	86	81	90	90	91	87	90	83	74	82	87	76	90	76	93	93	90	87	16	13	14	16	13	93	Good	Cao	?	Good	?	??	Sergio Ramos	Sergio Ramos	badged y2091	xi		89	"rwb-87,rb-89,cb-89"	5	Spain	WORLD BEST	30.3.1986 (31)	183	73	3	5	3	2	"Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Dominator of the air,Fast runner"	"T?ng ?á,Chi?n binh,Ngh? s?,Máy quét,B?c t??ng thép,T?t bóng,Chuyên gia không chi?n,Tia ch?p"	"??????,?????,????,???,????,????,?????,??"	"??? ???,??,?????,?? ???,??? ?,?? ???,??? ???,????"	"Steel Body,Leadership,Impressive Skill,Strong Header"	"C?ng c?i,Lãnh ??o,Tinh t?,?ánh ??u m?nh"	"????,???,????,????"	"???,???,??? ???,??? ??"		
91156616	91156616	80	74	87	80	80	81	78	54	86	86	90	90	84	59	83	73	91	85	77	89	91	90	42	86	30	31	23	68	18	11	13	14	12	89	Average	TB	?	Normal	??	????????	Franck Ribery	F. Ribery	badged y2091	xi		86	"cam-86,rm-86"	5	France	WORLD BEST	7.4.1983 (34)	170	72	4	5	3	2	"Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Technician,Fast runner"	"Cây s?n bàn,X? th?,Ngh? s?,Chuyên gia ?á ph?t,T?t bóng,V? công,Tia ch?p"	"???????,????,????,?????,????,????,??"	"??? ???,???,?????,??? ??????,?? ???,????,????"	Impressive Skill	Tinh t?	????	??? ???		
