pid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr
"7002264",75,68,62,59,68,50,68,57,74,76,72,68,63,57,66,66,66,67,59,63,71,68,26,74,34,34,22,62,6,6,6,7,9,"72","Good","Cao","高","Good","상","ดี","Tamudo","Tamudo","badged y2007","2007","liga-bbva","68","st-68,cf-69",3,"Spain","RCD Espanyol","19.10.1977(38)","180","71","3","5","2","2","","","","","","","",""
"7002651",9,11,16,9,16,11,12,16,43,44,45,45,57,64,57,53,58,14,10,9,9,10,23,61,9,17,9,64,72,70,64,72,68,"71","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Shay Given","S. Given","badged y2007","2007","barclays-premier-league","68","gk-68",1,"Ireland Republic","Newcastle United","20.4.1976(40)","185","84","3","5","2","2","","","","","","","",""
"7003622",31,44,34,32,44,29,31,72,76,62,57,51,72,74,73,70,67,61,52,40,57,35,71,59,76,77,77,68,6,4,6,5,5,"74","Good","Cao","高","Good","상","ดี","Ricardo Carvalho","R. Carvalho","badged y2007","2007","barclays-premier-league","72","cb-72,sw-72",2,"Portugal","Chelsea","18.5.1978(38)","181","79","3","5","2","2","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","Prefer long pass (AI)","Chuyền dài (AI)","善于长传 (AI)","긴 패스 선호 (AI)"
"7004098",53,71,68,64,57,61,65,70,74,73,72,69,68,69,77,61,68,72,69,62,73,61,67,71,68,69,59,69,5,6,6,6,6,"75","Average","TB","中","Normal","보통","ดปานกลาง","Tiago","Tiago","badged y2007","2007","serie-a","69","cm-69,cdm-68,cam-68,rm-68",4,"Portugal","Juventus","2.5.1981(35)","183","75","3","5","2","2","","","","","","","",""
"7005471",76,77,74,82,73,75,74,51,74,62,64,67,75,59,73,61,68,74,76,68,72,64,57,74,51,48,50,59,6,5,5,5,7,"74","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Frank Lampard","F. Lampard","badged y2007","2007","barclays-premier-league","72","cam-72,cm-71,rm-70,lm-70",3,"England","Chelsea","20.6.1978(38)","183","88","4","5","2","2","Perfect Midfielder,Goal Getter,Freekick Specialist,Cannon Shooter,Maestro","Nhạc trưởng,Xạ thủ,Chuyên gia đá phạt,Đại pháo,Bậc thầy","完美的中场大师,进球机器,任意球大师,远射高手,节奏大师","완벽한 미드필더,골게터,프리킥 스페셜리스트,캐논 슈터,마에스트로","Steel Body,Prefer long pass (AI),Prefer long shot (AI)","Cứng cỏi,Chuyền dài (AI),Sút xa (AI)","不易受伤,善于长传 (AI),重炮手 (AI)","강철몸,긴 패스 선호 (AI),중거리 슛 선호 (AI)"
"7005479",8,22,9,11,10,9,20,10,10,56,57,74,72,68,44,67,63,17,18,11,22,10,13,52,9,7,9,19,77,72,61,80,75,"78","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Casillas","Casillas","badged y2007","2007","liga-bbva","74","gk-74",1,"Spain","Real Madrid","20.5.1981(35)","182","79","5","2","2","2","Acrobatic","Nghệ sĩ","杂耍高手","아크로바틱","GK Long Throw,GK Proficient 1:1 Defense","Thủ môn ném xa,TM Đối mặt","GK 大力手抛球,GK1对1","GK 멀리 던지기,GK 능숙한 1:1 수비"
"7007289",33,50,43,24,43,23,45,75,71,68,66,51,69,74,68,74,69,60,55,38,66,51,76,60,77,75,75,71,6,11,6,10,7,"75","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Rio Ferdinand","R. Ferdinand","badged y2007","2007","barclays-premier-league","73","cb-73,cdm-68,sw-73",2,"England","Manchester United","7.11.1978(37)","189","82","3","5","2","2","Vacuum Cleaner,Wall of Wail","Máy quét,Bức tường thép","清道夫,抢断高手","진공 청소기,통곡의 벽","Steel Body,Strong Header","Cứng cỏi,Đánh đầu mạnh","不易受伤,强力头球","강철몸,강력한 헤딩"
"7007743",66,62,60,59,57,60,59,55,66,73,80,74,74,60,75,53,63,70,60,47,68,70,39,68,31,18,37,54,11,9,7,11,10,"70","Average","TB","中","Normal","보통","ดปานกลาง","Landon Donovan","L. Donovan","badged y2007","2007","major-league-soccer","68","cf-68,cam-68,st-65,rw-67",3,"United States","LA Galaxy","4.3.1982(34)","173","71","4","5","2","2","Acrobatic","Nghệ sĩ","杂耍高手","아크로바틱","","","",""
"7007763",38,71,75,69,72,80,73,53,76,67,65,71,65,52,75,54,64,80,75,74,78,77,54,82,67,51,53,67,6,7,8,11,7,"77","Good","Cao","高","Good","상","ดี","Andrea Pirlo","A. Pirlo","badged y2007","2007","serie-a","74","cm-74,cdm-67,cam-73",3,"Italy","Milan","19.5.1979(37)","177","68","3","5","1","2","Perfect Midfielder,Freekick Specialist,Delivery cross,Maestro,Technician","Nhạc trưởng,Chuyên gia đá phạt,Tạt bóng,Bậc thầy,Vũ công","完美的中场大师,任意球大师,传中高手,节奏大师,控球大师","완벽한 미드필더,프리킥 스페셜리스트,택배 크로스,마에스트로,테크니션","Play maker (AI)","Kiến tạo (AI)","组织型球员 (AI)","플레이 메이커 (AI)"
"7007826",71,77,80,74,77,78,75,51,68,69,71,74,72,57,62,58,66,68,55,73,73,73,28,69,18,17,19,49,5,6,8,6,7,"74","Good","Cao","高","Good","상","ดี","Robin van Persie","R. van Persie","badged y2007","2007","barclays-premier-league","70","cf-70,st-68,lw-71",4,"Holland","Arsenal","6.8.1983(33)","180","70","5","3","2","1","Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công","杂耍高手,任意球大师,传中高手,远射高手,控球大师","아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션","Diver,Glass Body,Prefer main feet,Sharp curling shot,Impressive Skill","Ăn vạ,Dễ chấn thương,Tránh sai chân thuận,Sút xoáy,Tinh tế","假摔,玻璃人,善用惯用脚,a搓射高手,花式大师","다이버,유리몸,주발 선호,예리한 감아차기,화려한 개인기"
"7008473",62,70,74,76,77,70,72,45,70,66,68,71,65,55,66,44,69,77,69,71,78,75,39,80,41,36,34,55,5,6,6,6,6,"74","Good","Cao","高","Good","상","ดี","Tomas Rosicky","T. Rosicky","badged y2007","2007","barclays-premier-league","73","cam-73,cm-70,rm-71",3,"Czech Republic","Arsenal","4.10.1980(36)","175","67","4","5","3","3","Maestro,Technician","Bậc thầy,Vũ công","节奏大师,控球大师","마에스트로,테크니션","Prefer long shot (AI),Pass master","Sút xa (AI),Chuyên gia chuyền bóng","重炮手 (AI),传球大师","중거리 슛 선호 (AI),패스 마스터"
"7008517",60,60,63,61,58,47,63,65,72,64,65,66,72,60,80,66,64,74,63,57,70,59,52,68,72,69,67,76,7,6,11,7,7,"70","Good","Cao","高","Good","상","ดี","Scott Parker","S. Parker","badged y2007","2007","barclays-premier-league","68","cm-68,cdm-68,rm-66,cam-67",2,"England","West Ham United","13.10.1980(35)","175","70","3","5","2","3","","","","","","","",""
"7009014",64,55,71,65,73,66,56,32,62,74,75,80,66,34,62,44,74,68,60,72,75,80,31,69,20,21,16,28,6,4,7,6,7,"73","Good","Cao","高","Good","상","ดี","Arjen Robben","A. Robben","badged y2007","2007","liga-bbva","71","lw-71,rw-71,lm-70,lf-68",4,"Holland","Real Madrid","23.1.1984(32)","180","76","5","4","3","1","Acrobatic,Technician","Nghệ sĩ,Vũ công","杂耍高手,控球大师","아크로바틱,테크니션","Diver,Prefer individual play (AI)","Ăn vạ,Cá nhân (AI)","假摔,独狼 (AI)","다이버,개인 플레이 선호 (AI)"
"7009676",80,76,74,66,72,68,57,67,74,80,82,75,75,68,67,65,72,74,58,58,72,71,35,75,27,21,10,63,7,6,6,6,7,"76","Good","Cao","高","Good","상","ดี","Samuel Eto'o","S. Eto'o","badged y2007","2007","liga-bbva","74","st-74,cf-74,rf-74",4,"Cameroon","FC Barcelona","10.3.1981(35)","180","74","3","5","2","2","Acrobatic,Fast runner,Solver","Nghệ sĩ,Tia chớp,Sát thủ","杂耍高手,飞翼,终结者","아크로바틱,날쌘돌이,해결사","Leadership,Impressive Skill","Lãnh đạo,Tinh tế","领导力,花式大师","리더쉽,화려한 개인기"
"7010535",61,62,68,72,64,73,69,59,73,67,70,70,75,57,69,61,72,78,77,69,73,69,62,77,68,63,51,56,11,6,6,5,6,"74","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Xavi","Xavi","badged y2007","2007","liga-bbva","73","cm-73,cdm-68,cam-72,lm-71",3,"Spain","FC Barcelona","25.1.1980(36)","170","69","3","5","2","2","Maestro","Bậc thầy","节奏大师","마에스트로","Steel Body,Impressive Skill,Play maker (AI)","Cứng cỏi,Tinh tế,Kiến tạo (AI)","不易受伤,花式大师,组织型球员 (AI)","강철몸,화려한 개인기,플레이 메이커 (AI)"
"7011141",76,74,58,60,74,43,39,80,69,71,77,52,74,76,75,67,74,59,23,54,67,68,35,61,22,20,13,74,7,6,6,6,6,"76","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Miroslav Klose","M. Klose","badged y2007","2007","bundesliga","71","st-71,cf-68,lf-68,rf-68",3,"Germany","Bayern Munchen","9.6.1978(38)","183","74","4","5","2","1","Dominator of the air,Solver","Chuyên gia không chiến,Sát thủ","高空制空权,终结者","공중의 지배자,해결사","Diver,Strong Header","Ăn vạ,Đánh đầu mạnh","假摔,强力头球","다이버,강력한 헤딩"
"7013690",78,66,67,62,68,57,72,65,72,77,80,71,74,60,71,57,68,61,32,58,68,67,41,67,19,16,28,43,4,10,6,11,6,"72","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Andrew Johnson","A. Johnson","badged y2007","2007","barclays-premier-league","70","st-70,cf-69,rf-69",3,"England","Everton","10.2.1981(35)","170","70","3","5","2","2","Fast runner,Solver","Tia chớp,Sát thủ","飞翼,终结者","날쌘돌이,해결사","Diver,Prefer individual play (AI)","Ăn vạ,Cá nhân (AI)","假摔,独狼 (AI)","다이버,개인 플레이 선호 (AI)"
"7013732",30,49,37,28,35,24,42,80,77,60,58,50,72,75,74,80,71,55,51,34,55,34,73,59,80,75,78,80,6,6,6,2,6,"77","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","John Terry","J. Terry","badged y2007","2007","barclays-premier-league","74","cb-74,sw-75",2,"England","Chelsea","7.12.1980(35)","183","90","3","5","2","3","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Leadership,Strong Header","Lãnh đạo,Đánh đầu mạnh","领导力,强力头球","리더쉽,강력한 헤딩"
"7013743",72,80,72,82,67,73,65,65,74,72,68,67,68,66,82,71,73,77,80,80,74,67,57,78,72,69,57,72,4,6,6,8,5,"76","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Steven Gerrard","S. Gerrard","badged y2007","2007","barclays-premier-league","74","cm-74,rm-73,cdm-70,lm-73",3,"England","Liverpool","30.5.1980(36)","183","83","4","5","2","2","Perfect Midfielder,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Solver","Nhạc trưởng,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Bậc thầy,Sát thủ","完美的中场大师,任意球大师,传中高手,远射高手,节奏大师,终结者","완벽한 미드필더,프리킥 스페셜리스트,택배 크로스,캐논 슈터,마에스트로,해결사","Leadership,Prefer early cross (AI),Prefer long pass (AI),Prefer long shot (AI)","Lãnh đạo,Tạt bóng sớm (AI),Chuyền dài (AI),Sút xa (AI)","领导力,斜传好手 (AI),善于长传 (AI),重炮手 (AI)","리더쉽,斜传好手 (AI),긴 패스 선호 (AI),중거리 슛 선호 (AI)"
"7013914",15,21,15,16,16,16,22,15,39,46,45,35,66,59,34,60,53,19,20,16,17,14,20,59,15,16,8,45,72,68,71,71,65,"72","Good","Cao","高","Good","상","ดี","Paul Robinson","P. Robinson","badged y2007","2007","barclays-premier-league","68","gk-68",1,"England","Tottenham Hotspur","15.10.1979(36)","193","90","3","5","2","2","","","","","","","",""
"7014916",74,74,67,63,65,71,67,73,73,59,61,64,70,70,67,66,73,63,27,52,73,55,35,67,31,47,28,62,10,10,6,9,10,"70","Good","Cao","高","Good","상","ดี","Juan Pablo Angel","J. Pablo Angel","badged y2007","2007","major-league-soccer","69","st-69,cf-67",3,"Colombia","NY Red Bulls","24.10.1975(40)","184","78","4","5","2","2","Solver","Sát thủ","终结者","해결사","Diver","Ăn vạ","假摔","다이버"
"7015723",74,72,56,68,65,54,68,74,69,66,69,65,70,74,76,75,70,66,57,60,68,63,54,63,27,24,28,69,9,5,5,6,6,"72","Good","Cao","高","Good","상","ดี","Dirk Kuyt","D. Kuyt","badged y2007","2007","barclays-premier-league","70","st-70,cf-67,rf-67",3,"Holland","Liverpool","22.7.1980(36)","184","77","4","5","3","3","Goal Getter,Two hearts","Xạ thủ,Người không phổi","进球机器,跑不死","골게터,두개의 심장","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7019896",62,49,62,62,70,59,62,65,72,57,62,68,71,58,53,38,67,74,72,66,73,69,22,77,13,11,11,29,4,7,11,4,4,"75","Good","Cao","高","Good","상","ดี","Valeron","Valeron","badged y2007","2007","liga-bbva","70","cam-70,cf-68",4,"Spain","RC Deportivo","17.6.1975(41)","180","72","4","5","2","1","","","","","","","",""
"7020775",59,69,76,68,68,67,65,56,69,74,69,76,62,63,68,57,71,71,68,73,74,73,18,74,37,18,30,66,6,6,11,10,5,"76","Average","TB","中","Normal","보통","ดปานกลาง","Quaresma","Quaresma","badged y2007","2007","liga-portuguesa","70","rw-70,rm-70,lw-70,rf-69",5,"Portugal","FC Porto","26.9.1983(33)","173","67","4","5","2","1","Acrobatic,Delivery cross,Technician","Nghệ sĩ,Tạt bóng,Vũ công","杂耍高手,传中高手,控球大师","아크로바틱,택배 크로스,테크니션","Diver,Short tempered,Impressive Skill,Pass master","Ăn vạ,Tranh cãi trọng tài,Tinh tế,Chuyên gia chuyền bóng","假摔,与裁判争论,花式大师,传球大师","다이버,다혈질,화려한 개인기,패스 마스터"
"7020801",72,76,76,63,74,74,77,71,62,80,82,82,73,74,77,71,80,68,62,74,82,86,20,73,23,23,23,51,7,8,5,4,6,"80","Good","Cao","高","Good","상","ดี","Cristiano Ronaldo","C. Ronaldo","badged y2007","2007","barclays-premier-league","75","rw-75,lw-75,rf-74,lf-74",5,"Portugal","Manchester United","5.2.1985(31)","185","83","4","5","3","1","Acrobatic,Freekick Specialist,Delivery cross,Technician,Fast runner","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Vũ công,Tia chớp","杂耍高手,任意球大师,传中高手,控球大师,飞翼","아크로바틱,프리킥 스페셜리스트,택배 크로스,테크니션,날쌘돌이","Diver,Prefer individual play (AI),Impressive Skill","Ăn vạ,Cá nhân (AI),Tinh tế","假摔,独狼 (AI),花式大师","다이버,개인 플레이 선호 (AI),화려한 개인기"
"7021146",57,67,62,69,62,66,66,59,74,65,62,66,72,61,73,64,68,77,75,68,70,57,75,74,68,63,66,58,7,8,11,11,9,"73","Good","Cao","高","Good","상","ดี","Michael Carrick","M. Carrick","badged y2007","2007","barclays-premier-league","71","cm-71,cdm-70,cam-69",2,"England","Manchester United","28.7.1981(35)","183","74","4","5","1","2","Vacuum Cleaner,Maestro","Máy quét,Bậc thầy","清道夫,节奏大师","진공 청소기,마에스트로","Play maker (AI),Pass master","Kiến tạo (AI),Chuyên gia chuyền bóng","组织型球员 (AI),传球大师","플레이 메이커 (AI),패스 마스터"
"7023015",80,78,61,62,77,62,74,80,80,58,62,50,80,72,65,75,73,65,26,57,68,69,24,61,20,14,14,61,7,6,4,6,5,"75","Good","Cao","高","Good","상","ดี","Luca Toni","L. Toni","badged y2007","2007","bundesliga","74","st-74",3,"Italy","Bayern Munchen","26.5.1977(39)","192","89","4","5","2","1","Perfect Striker,Tanker,Dominator of the air,Solver","Cây săn bàn,Chiến binh,Chuyên gia không chiến,Sát thủ","完美的进球机器,重量级球员,高空制空权,终结者","완벽한 공격수,탱커,공중의 지배자,해결사","Insists preferred position,Strong Header","Không linh hoạt,Đánh đầu mạnh","固定站位,强力头球","선호 포지션 고집,강력한 헤딩"
"7023461",18,71,37,53,27,41,53,66,72,67,69,67,68,73,75,74,71,68,62,44,63,32,76,70,74,70,75,74,5,6,10,9,11,"74","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Walter Adrian Samuel","W. Adrian Samuel","badged y2007","2007","serie-a","71","cb-71,sw-71",2,"Argentina","Inter","23.3.1978(38)","183","83","5","3","1","2","Tanker,Vacuum Cleaner","Chiến binh,Máy quét","重量级球员,清道夫","탱커,진공 청소기","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7024438",34,69,38,61,26,37,49,73,69,63,60,63,63,70,69,73,72,56,51,35,62,40,71,62,71,78,75,73,6,8,10,6,11,"75","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Mario Yepes","M. Yepes","badged y2007","2007","ligue-1","71","cb-71,sw-71",2,"Colombia","Paris SG","13.1.1976(40)","186","83","3","5","1","2","Tanker","Chiến binh","重量级球员","탱커","Prefer sliding tackle (AI)","Xoạc bóng (AI)","铲断高手 (AI)","슬라이딩 태클 선호 (AI)"
"7024630",16,24,15,12,16,15,18,16,43,40,50,27,66,60,55,62,43,16,18,16,19,14,19,45,24,21,10,58,74,67,68,74,72,"73","Good","Cao","高","Good","상","ดี","Jose Reina","J. Reina","badged y2007","2007","barclays-premier-league","70","gk-70",1,"Spain","Liverpool","31.8.1982(34)","187","85","3","5","2","2","","","","","","","",""
"7026709",26,57,43,43,51,63,65,74,73,60,65,61,71,70,68,74,67,62,68,51,63,54,64,70,73,74,73,64,6,6,5,4,5,"74","Good","Cao","高","Good","상","ดี","Rafael Marquez","R. Marquez","badged y2007","2007","liga-bbva","70","cb-70,cdm-67,sw-70",2,"Mexico","FC Barcelona","13.2.1979(37)","182","73","3","5","2","2","Wall of Wail","Bức tường thép","抢断高手","통곡의 벽","Prefer long pass (AI),Strong Header","Chuyền dài (AI),Đánh đầu mạnh","善于长传 (AI),强力头球","긴 패스 선호 (AI),강력한 헤딩"
"7028130",76,71,78,80,77,80,74,56,74,77,75,84,77,59,68,64,71,76,72,70,86,86,27,80,23,16,10,56,10,8,10,8,9,"80","Good","Cao","高","Good","상","ดี","Ronaldinho","Ronaldinho","badged y2007","2007","liga-bbva","79","cam-79,lf-78,lw-78,cf-78",5,"Brazil","FC Barcelona","21.3.1980(36)","181","81","4","5","2","2","Goal Getter,Acrobatic,Freekick Specialist,Cannon Shooter,Technician","Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Đại pháo,Vũ công","进球机器,杂耍高手,任意球大师,远射高手,控球大师","골게터,아크로바틱,프리킥 스페셜리스트,캐논 슈터,테크니션","Sharp curling shot,Impressive Skill,Play maker (AI),Pass master","Sút xoáy,Tinh tế,Kiến tạo (AI),Chuyên gia chuyền bóng","a搓射高手,花式大师,组织型球员 (AI),传球大师","예리한 감아차기,화려한 개인기,플레이 메이커 (AI),패스 마스터"
"7030110",78,72,62,65,76,68,69,76,72,66,67,67,74,68,61,72,71,68,51,61,74,67,26,72,20,15,10,62,6,6,6,6,10,"74","Good","Cao","高","Good","상","ดี","Dimitar Berbatov","D. Berbatov","badged y2007","2007","barclays-premier-league","72","st-72,cf-71",4,"Bulgaria","Tottenham Hotspur","30.1.1981(35)","188","79","3","5","1","1","Solver","Sát thủ","终结者","해결사","Sharp curling shot,Impressive Skill","Sút xoáy,Tinh tế","a搓射高手,花式大师","예리한 감아차기,화려한 개인기"
"7031432",80,77,63,68,75,74,66,80,71,69,71,68,74,80,68,84,74,62,40,54,70,65,39,66,23,16,33,78,6,6,6,6,5,"76","Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Didier Drogba","D. Drogba","badged y2007","2007","barclays-premier-league","73","st-73,cf-70",3,"Ivory Coast","Chelsea","11.3.1978(38)","188","84","3","5","2","2","Perfect Striker,Goal Getter,Tanker,Freekick Specialist,Dominator of the air,Solver","Cây săn bàn,Xạ thủ,Chiến binh,Chuyên gia đá phạt,Chuyên gia không chiến,Sát thủ","完美的进球机器,进球机器,重量级球员,任意球大师,高空制空权,终结者","완벽한 공격수,골게터,탱커,프리킥 스페셜리스트,공중의 지배자,해결사","Diver,Sharp curling shot,Strong Header","Ăn vạ,Sút xoáy,Đánh đầu mạnh","假摔,a搓射高手,强力头球","다이버,예리한 감아차기,강력한 헤딩"
