pid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr
"6003395",59,59,63,61,69,63,61,46,73,74,76,72,73,32,76,58,75,65,61,70,74,70,31,70,41,35,42,34,7,7,7,10,10,73,"Good","Cao","高","Good","상","ดี","Shaun Wright-Phillips","S. Wright-Phillips","badged y2006","2006","barclays-premier-league","69","rw-69,rf-68,st-64",3,"England","Chelsea","25.10.1981(34)","166","71","3","5","2","1","","","","","","","",""
"6003484",29,40,51,51,51,28,35,72,58,69,66,57,61,64,76,68,70,55,50,55,59,57,69,62,68,67,62,68,5,10,11,7,6,69,"Good","Cao","高","Good","상","ดี","John O'Shea","J. O'Shea","badged y2006","2006","barclays-premier-league","66","cb-66,rb-65,lb-65,cdm-62",2,"Ireland Republic","Manchester United","30.4.1981(35)","190","75","3","5","2","3","","","","","","","",""
"6003622",14,28,34,15,17,22,31,66,74,62,61,58,74,74,73,71,71,63,38,14,55,35,67,73,74,71,75,68,6,4,6,5,11,74,"Average","TB","中","Normal","보통","ดปานกลาง","Ricardo Carvalho","R. Carvalho","badged y2006","2006","barclays-premier-league","69","cb-69",2,"Portugal","Chelsea","18.5.1978(38)","181","79","3","5","2","2","","","","","","","",""
"6004098",54,72,69,65,58,62,66,71,75,74,73,70,69,70,78,62,69,73,70,63,74,62,67,72,69,70,60,70,6,7,7,7,7,77,"Average","TB","中","Normal","보통","ดปานกลาง","Tiago","Tiago","badged y2006","2006","ligue-1","70","cm-70,cdm-69,cam-69,rm-69",4,"Portugal","Olympique Lyon","2.5.1981(35)","183","75","3","5","2","2","","","","","","","",""
"6005471",74,75,71,81,71,75,73,51,74,62,64,73,77,67,73,64,70,77,75,67,72,64,53,74,61,49,57,61,6,5,5,5,7,77,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Frank Lampard","F. Lampard","badged y2006","2006","barclays-premier-league","72","cm-72,cam-72",3,"England","Chelsea","20.6.1978(38)","183","88","3","5","2","2","Perfect Midfielder,Goal Getter,Acrobatic,Freekick Specialist,Cannon Shooter,Maestro","Nhạc trưởng,Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Đại pháo,Bậc thầy","完美的中场大师,进球机器,杂耍高手,任意球大师,远射高手,节奏大师","완벽한 미드필더,골게터,아크로바틱,프리킥 스페셜리스트,캐논 슈터,마에스트로","Steel Body,Prefer long pass (AI),Prefer long shot (AI)","Cứng cỏi,Chuyền dài (AI),Sút xa (AI)","不易受伤,善于长传 (AI),重炮手 (AI)","강철몸,긴 패스 선호 (AI),중거리 슛 선호 (AI)"
"6007289",38,51,52,22,44,24,46,77,64,74,70,53,73,75,69,79,69,55,42,39,58,39,73,70,79,76,76,74,7,12,7,11,8,76,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Rio Ferdinand","R. Ferdinand","badged y2006","2006","barclays-premier-league","74","cb-74,cdm-66",2,"England","Manchester United","7.11.1978(37)","189","82","3","5","2","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Steel Body","Cứng cỏi","不易受伤","강철몸"
"6007763",39,63,76,70,73,81,72,54,77,74,66,72,66,45,76,46,65,81,76,75,79,78,56,83,65,52,54,68,7,8,9,12,8,78,"Good","Cao","高","Good","상","ดี","Andrea Pirlo","A. Pirlo","badged y2006","2006","serie-a","75","cm-75,cdm-67,cam-74",3,"Italy","Milan","19.5.1979(37)","177","68","3","5","1","2","Perfect Midfielder,Freekick Specialist,Delivery cross,Maestro,Technician","Nhạc trưởng,Chuyên gia đá phạt,Tạt bóng,Bậc thầy,Vũ công","完美的中场大师,任意球大师,传中高手,节奏大师,控球大师","완벽한 미드필더,프리킥 스페셜리스트,택배 크로스,마에스트로,테크니션","Play maker (AI)","Kiến tạo (AI)","组织型球员 (AI)","플레이 메이커 (AI)"
"6007784",68,76,58,62,64,55,66,61,64,77,74,71,68,70,68,56,70,60,40,35,68,63,26,62,19,11,14,52,9,4,6,5,11,77,"Good","Cao","高","Good","상","ดี","Djibril Cisse","D. Cisse","badged y2006","2006","ligue-1","66","st-66,rw-63",4,"France","Marseille","12.8.1981(35)","183","78","4","5","2","2","","","","","","","",""
"6007814",38,29,62,26,35,42,67,64,59,65,62,56,58,65,68,67,53,63,22,71,51,33,64,48,65,67,66,67,11,10,12,6,7,67,"Good","Cao","高","Good","상","ดี","Joris Mathijsen","J. Mathijsen","badged y2006","2006","bundesliga","64","cb-64,lb-64",2,"Holland","Hamburger SV","5.4.1980(36)","182","72","5","3","2","2","","","","","","","",""
"6007826",71,73,75,69,73,68,69,65,72,74,73,75,78,68,69,62,72,67,59,74,73,74,29,69,19,11,12,50,6,7,12,12,12,73,"Good","Cao","高","Good","상","ดี","Robin van Persie","R. van Persie","badged y2006","2006","barclays-premier-league","71","st-71,cf-72,lw-72",4,"Holland","Arsenal","6.8.1983(33)","180","70","5","3","2","1","Acrobatic,Delivery cross,Technician","Nghệ sĩ,Tạt bóng,Vũ công","杂耍高手,传中高手,控球大师","아크로바틱,택배 크로스,테크니션","Diver,Prefer main feet,Sharp curling shot,Impressive Skill","Ăn vạ,Tránh sai chân thuận,Sút xoáy,Tinh tế","假摔,善用惯用脚,a搓射高手,花式大师","다이버,주발 선호,예리한 감아차기,화려한 개인기"
"6007939",15,22,18,32,24,29,22,21,23,59,59,38,37,57,57,61,56,21,28,18,19,12,21,59,28,9,22,37,66,68,76,73,68,68,"Good","Cao","高","Good","상","ดี","Jussi Jaaskelainen","J. Jaaskelainen","badged y2006","2006","football-league-championship","65","gk-65",1,"Finland","Bolton Wanderers","19.4.1975(41)","191","80","2","5","2","2","","","","","","","",""
"6008473",60,59,73,76,77,69,67,45,64,65,67,70,64,56,59,43,68,79,67,68,79,77,34,77,40,44,33,62,4,8,8,5,8,76,"Good","Cao","高","Good","상","ดี","Tomas Rosicky","T. Rosicky","badged y2006","2006","barclays-premier-league","72","cam-72,cm-69,rm-70",3,"Czech Republic","Arsenal","4.10.1980(36)","175","67","4","5","3","3","Maestro,Technician","Bậc thầy,Vũ công","节奏大师,控球大师","마에스트로,테크니션","Prefer long shot (AI),Pass master","Sút xa (AI),Chuyên gia chuyền bóng","重炮手 (AI),传球大师","중거리 슛 선호 (AI),패스 마스터"
"6009676",84,79,73,69,75,61,61,70,75,82,82,76,75,67,73,67,72,77,58,61,76,72,35,80,27,21,10,63,7,6,6,6,7,80,"Good","Cao","高","Good","상","ดี","Samuel Eto'o","S. Eto'o","badged y2006","2006","liga-bbva","76","st-76,cf-76,rf-76",4,"Cameroon","FC Barcelona","10.3.1981(35)","180","74","3","5","2","2","Perfect Striker,Goal Getter,Acrobatic,Cannon Shooter,Fast runner,Solver","Cây săn bàn,Xạ thủ,Nghệ sĩ,Đại pháo,Tia chớp,Sát thủ","完美的进球机器,进球机器,杂耍高手,远射高手,飞翼,终结者","완벽한 공격수,골게터,아크로바틱,캐논 슈터,날쌘돌이,해결사","Impressive Skill","Tinh tế","花式大师","화려한 개인기"
"6011141",81,74,60,61,77,43,67,81,72,71,78,54,77,77,76,70,76,60,26,55,68,70,30,64,33,21,12,76,7,6,6,6,6,80,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Miroslav Klose","M. Klose","badged y2006","2006","bundesliga","73","st-73,cf-70,lf-70,rf-70",3,"Germany","Werder Bremen","9.6.1978(38)","183","74","4","5","2","1","Dominator of the air,Solver","Chuyên gia không chiến,Sát thủ","高空制空权,终结者","공중의 지배자,해결사","Diver,Strong Header","Ăn vạ,Đánh đầu mạnh","假摔,强力头球","다이버,강력한 헤딩"
"6013130",20,46,28,25,10,21,30,70,72,72,66,64,69,70,73,69,63,56,50,42,58,39,66,68,69,66,67,63,7,6,9,9,9,69,"Good","Cao","高","Good","상","ดี","Wes Brown","W. Brown","badged y2006","2006","barclays-premier-league","66","cb-66,rb-64",2,"England","Manchester United","13.10.1979(36)","185","74","3","5","2","3","","","","","","","",""
"6013690",78,63,67,55,68,57,80,69,65,73,74,70,67,58,71,58,64,56,32,58,66,52,32,68,11,16,28,17,4,10,6,11,6,74,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Andrew Johnson","A. Johnson","badged y2006","2006","barclays-premier-league","66","st-66,cf-64,rf-64",3,"England","Everton","10.2.1981(35)","170","70","3","5","2","2","Solver","Sát thủ","终结者","해결사","Diver,Prefer individual play (AI)","Ăn vạ,Cá nhân (AI)","假摔,独狼 (AI)","다이버,개인 플레이 선호 (AI)"
"6013732",13,32,45,12,18,17,51,80,74,60,59,51,69,74,74,80,71,49,36,11,55,40,73,62,80,77,78,80,6,6,10,10,6,76,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","John Terry","J. Terry","badged y2006","2006","barclays-premier-league","74","cb-74",2,"England","Chelsea","7.12.1980(35)","183","85","3","5","2","3","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Steel Body,Leadership,Strong Header","Cứng cỏi,Lãnh đạo,Đánh đầu mạnh","不易受伤,领导力,强力头球","강철몸,리더쉽,강력한 헤딩"
"6013743",74,82,63,82,63,78,63,70,75,72,68,69,70,64,80,70,72,78,80,73,75,70,55,76,72,70,59,82,4,6,6,8,5,79,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Steven Gerrard","S. Gerrard","badged y2006","2006","barclays-premier-league","74","cm-74,rm-73,cdm-71,lm-73",3,"England","Liverpool","30.5.1980(36)","183","83","4","5","2","2","Perfect Midfielder,Goal Getter,Freekick Specialist,Cannon Shooter,Maestro,Solver","Nhạc trưởng,Xạ thủ,Chuyên gia đá phạt,Đại pháo,Bậc thầy,Sát thủ","完美的中场大师,进球机器,任意球大师,远射高手,节奏大师,终结者","완벽한 미드필더,골게터,프리킥 스페셜리스트,캐논 슈터,마에스트로,해결사","Prefer early cross (AI),Prefer long pass (AI),Prefer long shot (AI)","Tạt bóng sớm (AI),Chuyền dài (AI),Sút xa (AI)","斜传好手 (AI),善于长传 (AI),重炮手 (AI)","斜传好手 (AI),긴 패스 선호 (AI),중거리 슛 선호 (AI)"
"6015723",73,71,51,65,62,56,68,68,67,64,69,60,61,69,77,75,70,66,57,60,64,64,50,74,61,50,54,71,9,5,5,6,6,73,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Dirk Kuyt","D. Kuyt","badged y2006","2006","barclays-premier-league","67","st-67,cf-66,rf-66",3,"Holland","Liverpool","22.7.1980(36)","184","77","4","5","3","3","Two hearts","Người không phổi","跑不死","두개의 심장","Prefer early cross (AI)","Tạt bóng sớm (AI)","斜传好手 (AI)","斜传好手 (AI)"
"6017605",45,58,34,51,40,33,71,57,67,65,63,60,61,62,71,66,70,68,65,41,65,57,62,69,58,57,57,66,7,11,10,7,6,68,"Good","Cao","高","Good","상","ดี","Timmy Simons","T. Simons","badged y2006","2006","eredivisie","63","cdm-63,cb-60",2,"Belgium","PSV","11.12.1976(39)","186","79","4","5","2","3","","","","","","","",""
"6019896",64,50,63,68,70,58,69,62,71,65,68,74,74,57,58,40,68,80,80,66,74,74,21,78,18,12,10,27,4,7,11,4,4,75,"Good","Cao","高","Good","상","ดี","Valeron","Valeron","badged y2006","2006","liga-bbva","73","cam-73,cf-70",4,"Spain","RC Deportivo","17.6.1975(41)","180","72","4","5","2","1","Acrobatic,Technician","Nghệ sĩ,Vũ công","杂耍高手,控球大师","아크로바틱,테크니션","Impressive Skill,Play maker (AI),Pass master","Tinh tế,Kiến tạo (AI),Chuyên gia chuyền bóng","花式大师,组织型球员 (AI),传球大师","화려한 개인기,플레이 메이커 (AI),패스 마스터"
"6020289",61,64,62,52,51,59,55,58,61,65,71,68,69,68,77,70,70,69,53,61,66,67,66,66,63,66,59,71,11,10,10,10,10,78,"Average","TB","中","Normal","보통","ดปานกลาง","Yaya Toure","Y. Toure","badged y2006","2006","ligue-1","65","cdm-65,cm-64",3,"Ivory Coast","AS Monaco","13.5.1983(33)","187","78","3","5","2","1","","","","","","","",""
"6020801",62,70,75,63,76,75,70,64,70,82,79,82,62,68,71,59,70,72,64,72,81,84,14,77,25,17,14,53,9,10,7,6,8,80,"Good","Cao","高","Good","상","ดี","Cristiano Ronaldo","C. Ronaldo","badged y2006","2006","barclays-premier-league","74","rw-74,lw-74,rf-73,lf-73",5,"Portugal","Manchester United","5.2.1985(31)","184","75","4","5","3","1","Acrobatic,Freekick Specialist,Technician,Fast runner","Nghệ sĩ,Chuyên gia đá phạt,Vũ công,Tia chớp","杂耍高手,任意球大师,控球大师,飞翼","아크로바틱,프리킥 스페셜리스트,테크니션,날쌘돌이","Diver,Prefer individual play (AI),Impressive Skill","Ăn vạ,Cá nhân (AI),Tinh tế","假摔,独狼 (AI),花式大师","다이버,개인 플레이 선호 (AI),화려한 개인기"
"6023015",82,80,61,61,77,62,74,80,76,70,64,67,80,72,70,75,73,67,26,57,68,70,16,76,28,14,14,62,7,6,4,6,5,76,"Good","Cao","高","Good","상","ดี","Luca Toni","L. Toni","badged y2006","2006","serie-a","75","st-75",3,"Italy","Fiorentina","26.5.1977(39)","192","89","4","5","2","1","Perfect Striker,Tanker,Dominator of the air,Solver","Cây săn bàn,Chiến binh,Chuyên gia không chiến,Sát thủ","完美的进球机器,重量级球员,高空制空权,终结者","완벽한 공격수,탱커,공중의 지배자,해결사","Insists preferred position,Strong Header","Không linh hoạt,Đánh đầu mạnh","固定站位,强力头球","선호 포지션 고집,강력한 헤딩"
"6023461",18,68,37,52,25,41,52,67,72,67,70,67,68,75,76,75,70,69,60,44,62,32,77,70,76,69,77,76,5,6,10,9,11,74,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Walter Adrian Samuel","W. Adrian Samuel","badged y2006","2006","serie-a","72","cb-72,sw-72",2,"Argentina","Inter","23.3.1978(38)","182","83","5","3","1","2","Tanker,Vacuum Cleaner","Chiến binh,Máy quét","重量级球员,清道夫","탱커,진공 청소기","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"6024438",35,70,39,62,27,38,50,74,70,64,61,64,64,71,70,74,73,57,52,36,63,41,72,63,72,79,76,74,7,9,11,7,12,76,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Mario Yepes","M. Yepes","badged y2006","2006","ligue-1","72","cb-72,sw-72",2,"Colombia","Paris SG","13.1.1976(40)","186","83","3","5","1","2","Tanker,Wall of Wail","Chiến binh,Bức tường thép","重量级球员,抢断高手","탱커,통곡의 벽","Prefer sliding tackle (AI)","Xoạc bóng (AI)","铲断高手 (AI)","슬라이딩 태클 선호 (AI)"
"6024630",8,25,7,8,8,7,19,8,21,41,51,28,75,61,65,63,44,17,19,8,20,7,21,63,7,8,7,59,75,68,68,75,74,79,"Good","Cao","高","Good","상","ดี","Jose Reina","J. Reina","badged y2006","2006","barclays-premier-league","72","gk-72",1,"Spain","Liverpool","31.8.1982(34)","187","85","3","5","2","2","","","","","","","",""
"6025798",69,71,63,60,74,44,69,73,69,69,69,68,52,81,62,69,75,53,27,53,74,69,25,75,29,35,24,62,6,9,6,12,11,75,"Average","TB","中","Normal","보통","ดปานกลาง","Roque Santa Cruz","R. Santa Cruz","badged y2006","2006","bundesliga","67","cf-67,st-67,cam-64,rf-67",3,"Paraguay","Bayern Munchen","16.8.1981(35)","189","80","4","5","2","2","","","","","","","",""
"6026709",51,54,53,49,39,66,66,76,76,62,68,63,73,72,70,76,69,64,70,62,64,60,66,72,76,82,77,62,8,8,7,6,7,76,"Good","Cao","高","Good","상","ดี","Rafael Marquez","R. Marquez","badged y2006","2006","liga-bbva","73","cb-73,cdm-70,sw-73",2,"Mexico","FC Barcelona","13.2.1979(37)","182","73","3","5","2","2","Tanker,Wall of Wail","Chiến binh,Bức tường thép","重量级球员,抢断高手","탱커,통곡의 벽","Impressive Skill,Prefer long pass (AI),Strong Header","Tinh tế,Chuyền dài (AI),Đánh đầu mạnh","花式大师,善于长传 (AI),强力头球","화려한 개인기,긴 패스 선호 (AI),강력한 헤딩"
"6026992",36,60,57,43,54,30,32,73,70,69,63,47,56,77,72,70,58,46,58,40,60,47,65,66,69,64,69,71,10,7,7,7,12,69,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Sylvain Distin","S. Distin","badged y2006","2006","barclays-premier-league","66","cb-66,lb-62",2,"France","Manchester City","16.12.1977(38)","192","89","5","3","2","3","","","","","","","",""
"6028130",70,72,78,78,75,82,74,51,70,78,74,84,75,62,70,63,72,78,74,73,85,84,32,81,22,16,10,53,10,8,10,8,9,80,"Good","Cao","高","Good","상","ดี","Ronaldinho","Ronaldinho","badged y2006","2006","liga-bbva","77","lw-77,cam-78,lf-76,cf-76",5,"Brazil","FC Barcelona","21.3.1980(36)","181","81","4","5","2","2","Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công","杂耍高手,任意球大师,传中高手,远射高手,控球大师","아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션","Sharp curling shot,Impressive Skill,Play maker (AI),Pass master","Sút xoáy,Tinh tế,Kiến tạo (AI),Chuyên gia chuyền bóng","a搓射高手,花式大师,组织型球员 (AI),传球大师","예리한 감아차기,화려한 개인기,플레이 메이커 (AI),패스 마스터"
"6031432",72,81,65,67,65,73,67,79,72,62,75,74,81,83,75,74,74,63,31,48,75,58,38,74,15,9,25,72,10,7,7,7,9,75,"Good","Cao","高","Good","상","ดี","Didier Drogba","D. Drogba","badged y2006","2006","barclays-premier-league","72","st-72",3,"Ivory Coast","Chelsea","11.3.1978(38)","188","84","3","5","2","2","Perfect Striker,Tanker,Acrobatic,Freekick Specialist,Cannon Shooter,Dominator of the air,Solver","Cây săn bàn,Chiến binh,Nghệ sĩ,Chuyên gia đá phạt,Đại pháo,Chuyên gia không chiến,Sát thủ","完美的进球机器,重量级球员,杂耍高手,任意球大师,远射高手,高空制空权,终结者","완벽한 공격수,탱커,아크로바틱,프리킥 스페셜리스트,캐논 슈터,공중의 지배자,해결사","Diver,Strong Header","Ăn vạ,Đánh đầu mạnh","假摔,强力头球","다이버,강력한 헤딩"
"6034079",27,19,31,19,27,40,66,62,70,77,72,74,74,50,80,68,67,64,50,68,66,62,70,66,76,74,69,45,6,6,7,6,7,75,"Good","Cao","高","Good","상","ดี","Ashley Cole","A. Cole","badged y2006","2006","barclays-premier-league","71","lb-71,lwb-71",3,"England","Chelsea","20.12.1980(35)","173","67","5","3","3","2","Acrobatic,Wall of Wail","Nghệ sĩ,Bức tường thép","杂耍高手,抢断高手","아크로바틱,통곡의 벽","","","",""
"6041236",73,70,58,67,64,71,70,76,59,74,66,62,68,72,58,74,74,57,26,47,76,75,17,69,16,15,12,67,10,5,8,5,6,77,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Zlatan Ibrahimovic","Z. Ibrahimovic","badged y2006","2006","serie-a","69","st-69,cf-69",5,"Sweden","Inter","3.10.1981(35)","192","84","3","5","2","1","Perfect Striker,Tanker,Technician,Solver","Cây săn bàn,Chiến binh,Vũ công,Sát thủ","完美的进球机器,重量级球员,控球大师,终结者","완벽한 공격수,탱커,테크니션,해결사","Prefer individual play (AI)","Cá nhân (AI)","独狼 (AI)","개인 플레이 선호 (AI)"
"6041635",24,60,58,30,18,47,59,73,70,66,73,67,65,67,65,69,73,61,58,59,62,41,68,70,75,69,73,64,12,7,11,12,10,70,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Philippe Mexes","P. Mexes","badged y2006","2006","serie-a","69","cb-69,rb-67,sw-69",2,"France","Roma","30.3.1982(34)","187","82","4","5","2","3","","","","","","","",""
"6041674",29,62,68,43,28,54,44,62,67,65,63,44,58,59,68,65,62,66,46,67,62,56,61,64,59,68,59,57,5,6,6,7,7,69,"Average","TB","中","Normal","보통","ดปานกลาง","Sylvain Armand","S. Armand","badged y2006","2006","ligue-1","63","lb-63,lwb-63,cb-62",2,"France","Paris SG","1.8.1980(36)","182","82","5","3","2","2","","","","","","","",""
"6045186",47,60,57,54,57,60,56,40,64,80,75,69,64,43,56,49,66,71,61,77,74,77,32,59,26,20,10,44,11,6,11,6,5,77,"Good","Cao","高","Good","상","ดี","Joaquin","Joaquin","badged y2006","2006","liga-bbva","68","rw-68,rm-69,cam-66",4,"Spain","Valencia CF","21.7.1981(35)","179","75","3","5","3","2","Technician,Fast runner","Vũ công,Tia chớp","控球大师,飞翼","테크니션,날쌘돌이","Impressive Skill,Pass master","Tinh tế,Chuyên gia chuyền bóng","花式大师,传球大师","화려한 개인기,패스 마스터"
