pid,imageid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr,isliveboost,boostvalue
88005479,5479,15,28,26,16,16,16,25,26,18,58,60,57,68,70,41,64,44,22,23,16,24,26,23,60,14,16,14,24,76,69,57,75,76,74,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Casillas,Casillas,badged y2088,2016,liga-portuguesa,72,gk-72,1,Spain,FC Porto,20.5.1981 (36),185,84,5,2,2,2,,,,,GK Long Throw,Thủ môn ném xa,GK 大力手抛球,GK 멀리 던지기,,
88006826,6826,49,67,72,64,60,73,69,71,58,49,44,46,76,69,76,73,60,77,76,67,72,66,75,69,81,76,78,75,12,18,14,17,12,77,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Gareth Barry,G. Barry,badged y2088,2016,barclays-premier-league,75,cdm-75,2,England,Everton,23.2.1981 (36),183,79,5,3,2,3,,,,,"Steel Body,Prefer main feet,Prefer sliding tackle (AI),Prefer long pass (AI)","Cứng cỏi,Tránh sai chân thuận,Xoạc bóng (AI),Chuyền dài (AI)","不易受伤,善用惯用脚,铲断高手 (AI),善于长传 (AI)","강철몸,주발 선호,슬라이딩 태클 선호 (AI),긴 패스 선호 (AI)",,
88007631,7631,68,69,69,69,64,70,74,37,73,34,42,35,78,26,32,58,65,77,71,76,82,82,13,76,19,7,13,32,9,15,11,13,18,74,Average,TB,中,Normal,보통,ดปานกลาง,Antonio Cassano,A. Cassano,badged y2088,2016,serie-a,71,cf-71,3,Italy,Sampdoria,12.7.1982 (35),175,80,4,5,2,1,,,,,"Sharp curling shot,Impressive Skill,Play maker (AI)","Sút xoáy,Tinh tế,Kiến tạo (AI)","a搓射高手,花式大师,组织型球员 (AI)","예리한 감아차기,화려한 개인기,플레이 메이커 (AI)",,
88007763,7763,60,76,85,68,63,88,74,53,43,36,40,42,84,38,50,53,62,81,86,85,82,69,55,85,53,44,51,56,10,9,6,7,10,70,Good,Cao,高,Good,상,ดี,Andrea Pirlo,A. Pirlo,badged y2088,2016,major-league-soccer,73,"cm-73,cdm-66",2,Italy,New York City FC,19.5.1979 (38),177,68,4,5,1,1,"Perfect Midfielder,Freekick Specialist,Delivery cross,Maestro","Nhạc trưởng,Chuyên gia đá phạt,Tạt bóng,Bậc thầy","完美的中场大师,任意球大师,传中高手,节奏大师","완벽한 미드필더,프리킥 스페셜리스트,택배 크로스,마에스트로","Prefer long pass (AI),Play maker (AI)","Chuyền dài (AI),Kiến tạo (AI)","善于长传 (AI),组织型球员 (AI)","긴 패스 선호 (AI),플레이 메이커 (AI)",,
88007826,7826,75,75,80,77,79,74,74,64,76,61,64,66,68,54,63,70,60,71,65,77,72,76,35,75,30,20,21,57,14,15,10,13,12,72,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Robin van Persie,R. van Persie,badged y2088,2016,süper-lig,71,st-71,4,Holland,Fenerbahce SK,6.8.1983 (34),187,71,5,3,2,1,,,,,"Glass Body,Impressive Skill,Prefer long shot (AI)","Dễ chấn thương,Tinh tế,Sút xa (AI)","玻璃人,花式大师,重炮手 (AI)","유리몸,화려한 개인기,중거리 슛 선호 (AI)",,
88008473,8473,59,68,73,64,70,66,66,44,63,63,65,68,67,54,48,54,72,71,67,71,72,70,55,73,48,52,36,70,19,16,11,18,16,72,Average,TB,中,Normal,보통,ดปานกลาง,Tomas Rosicky,T. Rosicky,badged y2088,2016,barclays-premier-league,68,"cam-68,rm-67,cm-66",3,Czech Republic,Czech Republic,4.10.1980 (37),178,65,3,5,3,3,,,,,"Glass Body,Prefer sliding tackle (AI),Play maker (AI),Outside shooting","Dễ chấn thương,Xoạc bóng (AI),Kiến tạo (AI),Sút má ngoài","玻璃人,铲断高手 (AI),组织型球员 (AI),外脚背射门","유리몸,슬라이딩 태클 선호 (AI),플레이 메이커 (AI),아웃사이드 슈팅",,
88009014,9014,75,69,78,75,80,72,73,49,90,77,77,78,80,59,67,75,86,78,68,68,85,78,35,69,25,28,30,47,15,13,16,20,10,80,Good,Cao,高,Good,상,ดี,Arjen Robben,A. Robben,badged y2088,2016,bundesliga,77,"rw-78,rm-77",4,Holland,Bayern Munchen,23.1.1984 (33),180,80,5,2,3,1,"Acrobatic,Technician","Nghệ sĩ,Vũ công","杂耍高手,控球大师","아크로바틱,테크니션","Diver,Glass Body,Prefer main feet,Prefer individual play (AI),Prefer long shot (AI)","Ăn vạ,Dễ chấn thương,Tránh sai chân thuận,Cá nhân (AI),Sút xa (AI)","假摔,玻璃人,善用惯用脚,独狼 (AI),重炮手 (AI)","다이버,유리몸,주발 선호,개인 플레이 선호 (AI),중거리 슛 선호 (AI)",,
88009676,9676,75,81,75,71,76,70,78,72,79,67,63,72,68,78,62,63,70,68,68,68,74,74,39,73,39,38,26,72,12,15,16,17,18,73,Good,Cao,高,Good,상,ดี,Samuel Eto'o,S. Eto'o,badged y2088,2016,süper-lig,73,st-73,4,Cameroon,Antalyaspor,10.3.1981 (36),179,75,3,5,2,1,,,,,"Leadership,Sharp curling shot,Prefer long shot (AI)","Lãnh đạo,Sút xoáy,Sút xa (AI)","领导力,a搓射高手,重炮手 (AI)","리더쉽,예리한 감아차기,중거리 슛 선호 (AI)",,
88013732,13732,46,58,44,31,51,32,52,82,51,45,47,47,73,75,68,82,45,62,58,40,59,44,77,54,73,75,74,78,19,10,11,13,20,79,Good,Cao,高,Good,상,ดี,John Terry,J. Terry,badged y2088,2016,barclays-premier-league,74,cb-74,2,England,Chelsea,7.12.1980 (37),187,90,4,5,2,3,"Tanker,Dominator of the air","Chiến binh,Chuyên gia không chiến","重量级球员,高空制空权","탱커,공중의 지배자","Leadership,Strong Header","Lãnh đạo,Đánh đầu mạnh","领导力,强力头球","리더쉽,강력한 헤딩",,
88013743,13743,74,79,77,75,76,78,79,67,74,48,50,56,79,68,73,74,56,77,83,81,69,65,61,77,67,59,57,72,18,20,18,15,10,79,Average,TB,中,Normal,보통,ดปานกลาง,Steven Gerrard,S. Gerrard,badged y2088,2016,major-league-soccer,74,"cm-74,cdm-70",3,England,LA Galaxy,30.5.1980 (37),183,83,3,5,2,2,"Freekick Specialist,Delivery cross","Chuyên gia đá phạt,Tạt bóng","任意球大师,传中高手","프리킥 스페셜리스트,택배 크로스","Prefer long pass (AI),Prefer long shot (AI),Play maker (AI)","Chuyền dài (AI),Sút xa (AI),Kiến tạo (AI)","善于长传 (AI),重炮手 (AI),组织型球员 (AI)","긴 패스 선호 (AI),중거리 슛 선호 (AI),플레이 메이커 (AI)",,
88013879,13879,76,81,74,78,73,76,90,85,70,42,55,56,67,71,44,82,54,63,69,65,78,59,31,73,25,20,34,66,18,20,12,16,21,76,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Rickie Lambert,R. Lambert,badged y2088,2016,barclays-premier-league,72,st-72,2,England,Cardiff City,16.2.1982 (35),188,77,4,5,3,2,"Tanker,Cannon Shooter,Dominator of the air","Chiến binh,Đại pháo,Chuyên gia không chiến","重量级球员,远射高手,高空制空权","탱커,캐논 슈터,공중의 지배자",Strong Header,Đánh đầu mạnh,强力头球,강력한 헤딩,,
88015723,15723,70,71,57,68,71,50,79,75,78,61,57,58,77,71,75,72,56,70,64,71,66,65,61,68,66,62,58,69,13,11,21,12,16,72,Good,Cao,高,Good,상,ดี,Dirk Kuyt,D. Kuyt,badged y2088,2016,eredivisie,68,"st-70,rw-67,cam-68",3,Holland,Feyenoord,22.7.1980 (37),183,84,2,5,3,3,,,,,"Steel Body,Prefer main feet,Leadership,Prefer early cross (AI),Strong Header","Cứng cỏi,Tránh sai chân thuận,Lãnh đạo,Tạt bóng sớm (AI),Đánh đầu mạnh","不易受伤,善用惯用脚,领导力,斜传好手 (AI),强力头球","강철몸,주발 선호,리더쉽,斜传好手 (AI),강력한 헤딩",,
88016254,16254,16,27,16,17,15,16,41,15,16,45,47,45,75,68,27,65,47,33,30,18,21,16,23,49,15,16,14,32,73,73,70,72,72,73,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Tim Howard,T. Howard,badged y2088,2016,barclays-premier-league,72,gk-72,1,United States,Colorado Rapids,6.3.1979 (38),191,88,3,5,2,2,,,,,"Leadership,GK Long Throw","Lãnh đạo,Thủ môn ném xa","领导力,GK 大力手抛球","리더쉽,GK 멀리 던지기",,
88020289,20289,68,83,78,79,65,82,84,69,78,68,67,56,79,63,74,79,60,74,79,64,80,78,61,76,67,67,56,71,18,19,11,13,17,76,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Yaya Toure,Y. Toure,badged y2088,2016,barclays-premier-league,75,"cam-75,cm-75,cdm-70",3,Ivory Coast,Manchester City,13.5.1983 (34),189,90,4,5,2,1,"Tanker,Freekick Specialist,Cannon Shooter","Chiến binh,Chuyên gia đá phạt,Đại pháo","重量级球员,任意球大师,远射高手","탱커,프리킥 스페셜리스트,캐논 슈터","Steel Body,Prefer long shot (AI),Play maker (AI)","Cứng cỏi,Sút xa (AI),Kiến tạo (AI)","不易受伤,重炮手 (AI),组织型球员 (AI)","강철몸,중거리 슛 선호 (AI),플레이 메이커 (AI)",,
88020775,20775,65,79,87,77,75,72,81,40,67,74,79,79,69,63,67,49,77,71,69,77,75,79,26,71,19,16,17,56,17,19,15,20,10,76,Average,TB,中,Normal,보통,ดปานกลาง,Quaresma,Quaresma,badged y2088,2016,süper-lig,72,rm-72,5,Portugal,Besiktas JK,26.9.1983 (34),175,67,4,5,3,2,Technician,Vũ công,控球大师,테크니션,"Diver,Prefer individual play (AI),Impressive Skill,Prefer long shot (AI),Outside shooting","Ăn vạ,Cá nhân (AI),Tinh tế,Sút xa (AI),Sút má ngoài","假摔,独狼 (AI),花式大师,重炮手 (AI),外脚背射门","다이버,개인 플레이 선호 (AI),화려한 개인기,중거리 슛 선호 (AI),아웃사이드 슈팅",,
88020800,20800,66,65,74,65,62,68,59,48,68,77,73,75,67,66,64,52,69,75,70,74,77,77,40,76,36,34,26,69,12,16,11,10,16,75,Good,Cao,高,Good,상,ดี,Danny,Danny,badged y2088,2016,sogaz-russian-football-championship,73,"rw-73,cam-73",4,Portugal,Zenit FC,7.8.1983 (34),178,70,4,5,3,1,,,,,"Impressive Skill,Play maker (AI)","Tinh tế,Kiến tạo (AI)","花式大师,组织型球员 (AI)","화려한 개인기,플레이 메이커 (AI)",,
88020801,20801,91,83,70,92,81,75,75,83,90,86,87,76,92,83,79,84,79,83,70,70,84,86,22,81,26,26,25,62,12,16,20,16,19,97,Good,Cao,高,Good,상,ดี,Cristiano Ronaldo,Cristiano Ronaldo,badged y2088,2016,liga-bbva,85,"st-86,rw-85,rm-83",5,Portugal,Real Madrid,5.2.1985 (32),185,80,4,5,3,1,"Perfect Striker,Goal Getter,Tanker,Cannon Shooter,Technician,Dominator of the air,Fast runner","Cây săn bàn,Xạ thủ,Chiến binh,Đại pháo,Vũ công,Chuyên gia không chiến,Tia chớp","完美的进球机器,进球机器,重量级球员,远射高手,控球大师,高空制空权,飞翼","완벽한 공격수,골게터,탱커,캐논 슈터,테크니션,공중의 지배자,날쌘돌이","Impressive Skill,Prefer long shot (AI)","Tinh tế,Sút xa (AI)","花式大师,重炮手 (AI)","화려한 개인기,중거리 슛 선호 (AI)",,
88021146,21146,59,70,62,63,61,53,60,71,58,49,56,57,76,69,60,60,59,78,81,69,80,64,75,76,69,66,66,66,18,17,16,14,20,77,Average,TB,中,Normal,보통,ดปานกลาง,Michael Carrick,M. Carrick,badged y2088,2016,barclays-premier-league,72,"cm-73,cdm-72",2,England,Manchester United,28.7.1981 (36),188,74,3,5,1,2,,,,,,,,,,
88024630,24630,16,25,14,17,14,14,25,16,16,58,47,47,74,67,33,66,56,21,23,14,24,13,23,60,23,25,15,32,73,75,74,75,76,76,Low,Thấp,低,Low,하,ต่ำ,Jose Reina,Jose Reina,badged y2088,2016,serie-a,74,gk-74,1,Spain,Napoli,31.8.1982 (35),188,92,3,5,2,2,,,,,"Leadership,GK Swift punching,GK Long Throw","Lãnh đạo,Đấm bóng,Thủ môn ném xa","领导力,GK 敏捷的拳击球,GK 大力手抛球","리더쉽,GK 날렵한 펀칭,GK 멀리 던지기",,
88031432,31432,78,82,67,68,68,80,81,77,77,63,63,56,71,72,66,85,65,64,61,61,74,68,47,73,38,26,23,82,15,16,13,19,11,74,Good,Cao,高,Good,상,ดี,Didier Drogba,D. Drogba,badged y2088,2016,major-league-soccer,74,st-74,3,Ivory Coast,Montreal Impact,11.3.1978 (39),189,80,4,5,2,1,"Tanker,Freekick Specialist,Solver","Chiến binh,Chuyên gia đá phạt,Sát thủ","重量级球员,任意球大师,终结者","탱커,프리킥 스페셜리스트,해결사","Diver,Glass Body,Leadership,Impressive Skill,Strong Header","Ăn vạ,Dễ chấn thương,Lãnh đạo,Tinh tế,Đánh đầu mạnh","假摔,玻璃人,领导力,花式大师,强力头球","다이버,유리몸,리더쉽,화려한 개인기,강력한 헤딩",,
88041236,41236,88,88,73,84,86,80,78,86,82,68,71,73,80,73,77,90,70,83,69,65,79,83,16,73,44,29,26,81,18,20,15,17,14,86,Good,Cao,高,Good,상,ดี,Zlatan Ibrahimovic,Z. Ibrahimovic,badged y2088,2016,ligue-1,83,st-83,4,Sweden,Manchester United,3.10.1981 (36),195,95,4,5,2,1,"Perfect Striker,Goal Getter,Tanker,Freekick Specialist,Cannon Shooter,Technician,Dominator of the air,Solver","Cây săn bàn,Xạ thủ,Chiến binh,Chuyên gia đá phạt,Đại pháo,Vũ công,Chuyên gia không chiến,Sát thủ","完美的进球机器,进球机器,重量级球员,任意球大师,远射高手,控球大师,高空制空权,终结者","완벽한 공격수,골게터,탱커,프리킥 스페셜리스트,캐논 슈터,테크니션,공중의 지배자,해결사","Impressive Skill,Prefer long shot (AI)","Tinh tế,Sút xa (AI)","花式大师,重炮手 (AI)","화려한 개인기,중거리 슛 선호 (AI)",,
88045186,45186,62,65,79,77,60,71,68,53,78,69,65,69,67,43,34,63,71,73,70,75,74,73,34,76,47,45,31,55,14,19,11,16,15,78,Low,Thấp,低,Low,하,ต่ำ,Joaquin,Joaquin,badged y2088,2016,liga-bbva,69,"rw-71,rm-69",3,Spain,Real Betis,21.7.1981 (36),179,75,3,5,3,2,,,,,,,,,,
88045197,45197,51,77,76,79,69,79,75,66,73,39,40,50,76,45,72,70,65,86,88,75,82,75,75,80,74,70,75,72,12,13,15,15,15,77,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Xabi Alonso,Xabi Alonso,badged y2088,2016,bundesliga,77,"cm-79,cdm-77",2,Spain,Bayern Munchen,25.11.1981 (36),183,80,4,5,1,2,"Freekick Specialist,Maestro","Chuyên gia đá phạt,Bậc thầy","任意球大师,节奏大师","프리킥 스페셜리스트,마에스트로","Prefer sliding tackle (AI),Prefer long pass (AI),Play maker (AI)","Xoạc bóng (AI),Chuyền dài (AI),Kiến tạo (AI)","铲断高手 (AI),善于长传 (AI),组织型球员 (AI)","슬라이딩 태클 선호 (AI),긴 패스 선호 (AI),플레이 메이커 (AI)",,
88045574,45574,65,70,78,69,69,74,73,48,65,33,45,56,67,35,36,52,69,77,74,68,75,68,52,70,49,47,44,58,17,17,11,19,21,65,Good,Cao,高,Good,상,ดี,Rafael van der Vaart,R. van der Vaart,badged y2088,2016,liga-bbva,67,"cm-67,cdm-59",3,Holland,FC Midtjylland,11.2.1983 (34),176,74,5,4,2,2,,,,,"Glass Body,Play maker (AI)","Dễ chấn thương,Kiến tạo (AI)","玻璃人,组织型球员 (AI)","유리몸,플레이 메이커 (AI)",,
88045842,45842,56,60,55,57,48,61,48,76,52,51,57,30,77,71,60,72,43,66,59,50,59,45,76,51,66,62,65,73,14,17,21,16,19,70,Average,TB,中,Normal,보통,ดปานกลาง,Jonas Olsson,J. Olsson,badged y2088,2016,barclays-premier-league,68,cb-68,2,Sweden,West Brom,10.3.1983 (34),193,84,5,3,2,2,,,,,"Prefer sliding tackle (AI),Leadership","Xoạc bóng (AI),Lãnh đạo","铲断高手 (AI),领导力","슬라이딩 태클 선호 (AI),리더쉽",,
88046736,46736,15,49,55,38,24,31,44,66,28,49,51,54,67,65,57,69,60,54,52,48,59,42,84,28,71,67,74,69,14,15,15,20,16,75,Average,TB,中,Normal,보통,ดปานกลาง,Emiliano Moretti,E. Moretti,badged y2088,2016,serie-a,69,cb-69,2,Italy,Torino,11.6.1981 (36),182,79,5,3,2,2,,,,,Leadership,Lãnh đạo,领导力,리더쉽,,
88048717,48717,15,16,18,19,14,14,16,20,15,41,38,63,71,68,34,66,52,24,22,20,32,28,26,62,13,18,21,36,73,72,59,74,73,75,Good,Cao,高,Good,상,ดี,Julio Cesar,Julio Cesar,badged y2088,2016,liga-portuguesa,72,gk-72,1,Brazil,SL Benfica,3.9.1979 (38),186,79,5,3,2,2,,,,,,,,,,
88048745,48745,45,58,52,61,54,56,60,73,40,50,57,55,72,72,50,69,56,69,64,49,55,54,66,46,72,74,70,76,16,21,19,11,21,68,Excellent,Rất cao,超高,Excellent,최상,ดดีมาก,Fabricio Coloccini,F. Coloccini,badged y2088,2016,barclays-premier-league,70,cb-70,2,Argentina,San Lorenzo,22.1.1982 (35),184,83,4,5,2,2,,,,,Prefer long pass (AI),Chuyền dài (AI),善于长传 (AI),긴 패스 선호 (AI),,
88048940,48940,15,22,16,14,19,21,24,21,16,49,43,46,78,48,32,60,33,34,33,21,23,15,24,19,16,15,14,19,81,86,76,79,80,79,Good,Cao,高,Good,상,ดี,Petr Cech,P. Cech,badged y2088,2016,barclays-premier-league,80,gk-80,1,Czech Republic,Arsenal,20.5.1982 (35),196,90,5,3,2,2,,,,,"GK Swift punching,GK Long Throw","Đấm bóng,Thủ môn ném xa","GK 敏捷的拳击球,GK 大力手抛球","GK 날렵한 펀칭,GK 멀리 던지기",,
88049116,49116,42,73,71,58,54,60,48,54,58,83,70,73,69,75,63,71,85,69,64,62,70,65,66,62,69,74,67,69,20,16,21,16,15,68,Average,TB,中,Normal,보통,ดปานกลาง,Arthur Boka,A. Boka,badged y2088,2016,liga-bbva,68,"cdm-67,rb-68",3,Ivory Coast,FC Sion,2.4.1983 (34),166,65,5,3,3,2,,,,,Prefer long shot (AI),Sút xa (AI),重炮手 (AI),중거리 슛 선호 (AI),,
88049369,49369,78,69,68,65,76,58,69,73,80,80,73,75,73,76,62,75,58,81,59,69,77,82,26,73,36,26,24,62,19,18,13,15,14,80,Average,TB,中,Normal,보통,ดปานกลาง,Fernando Torres,Fernando Torres,badged y2088,2016,liga-bbva,76,st-76,3,Spain,Atletico Madrid,20.3.1984 (33),186,78,4,5,2,2,Solver,Sát thủ,终结者,해결사,,,,,,
88049370,49370,51,82,62,70,82,62,71,70,52,40,51,45,75,85,75,75,48,78,77,71,83,61,72,73,75,73,64,80,15,15,12,19,10,72,Average,TB,中,Normal,보통,ดปานกลาง,Thiago Motta,T. Motta,badged y2088,2016,ligue-1,75,cdm-75,3,Italy,Paris SG,28.8.1982 (35),187,83,5,4,2,2,,,,,Prefer sliding tackle (AI),Xoạc bóng (AI),铲断高手 (AI),슬라이딩 태클 선호 (AI),,
88050327,50327,65,70,70,69,69,72,62,53,66,59,71,76,71,55,64,54,77,75,69,73,71,73,55,72,36,33,57,69,14,21,17,16,16,69,Good,Cao,高,Good,상,ดี,Steven Pienaar,S. Pienaar,badged y2088,2016,barclays-premier-league,70,rm-70,4,South Africa,Sunderland,17.3.1982 (35),170,66,4,5,3,2,,,,,Diver,Ăn vạ,假摔,다이버,,
88050542,50542,78,87,58,78,68,73,67,70,81,72,68,71,69,68,69,60,82,54,37,44,73,76,28,69,31,18,21,54,12,19,13,18,15,76,Average,TB,中,Normal,보통,ดปานกลาง,Jermain Defoe,J. Defoe,badged y2088,2016,barclays-premier-league,74,st-74,3,England,Sunderland,7.10.1982 (35),170,70,4,5,2,1,"Goal Getter,Cannon Shooter,Solver","Xạ thủ,Đại pháo,Sát thủ","进球机器,远射高手,终结者","골게터,캐논 슈터,해결사",Prefer individual play (AI),Cá nhân (AI),独狼 (AI),개인 플레이 선호 (AI),,
88052091,52091,32,65,70,56,47,51,52,76,64,69,74,71,73,82,59,61,77,66,65,68,67,67,78,63,73,82,74,72,8,10,10,8,10,74,Good,Cao,高,Good,상,ดี,Patrice Evra,P. Evra,badged y2088,2016,serie-a,72,"rm-64,rb-72",3,France,Juventus,15.5.1981 (36),174,74,5,2,2,3,Vacuum Cleaner,Máy quét,清道夫,진공 청소기,"Leadership,Strong Header","Lãnh đạo,Đánh đầu mạnh","领导力,强力头球","리더쉽,강력한 헤딩",,
88053302,53302,63,84,58,77,59,65,73,80,54,73,75,75,78,78,75,80,69,73,74,48,70,61,75,71,78,75,72,82,15,12,18,14,15,80,Good,Cao,高,Good,상,ดี,Daniele De Rossi,D. De Rossi,badged y2088,2016,serie-a,74,cdm-74,2,Italy,Roma,24.7.1983 (34),184,83,4,5,2,3,"Tanker,Cannon Shooter","Chiến binh,Đại pháo","重量级球员,远射高手","탱커,캐논 슈터",Leadership,Lãnh đạo,领导力,리더쉽,,
