pid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr
"6013843",12,41,33,17,16,14,16,36,14,56,48,53,63,74,74,65,49,28,17,13,33,16,23,73,37,25,30,22,68,76,77,72,68,79,"Average","TB","中","Normal","보통","ดปานกลาง","Chris Kirkland","C. Kirkland","badged y2006","2006","football-league-1",70,"gk-70",1,"England","Wigan Athletic","2.5.1981(35)","191","73","3","5","2","2","","","","","Glass Body,GK Long Throw","Dễ chấn thương,Thủ môn ném xa","玻璃人,GK 大力手抛球","유리몸,GK 멀리 던지기"
"6013914",11,26,11,12,12,12,27,11,35,54,50,40,71,65,39,73,67,24,25,12,22,11,26,73,11,12,13,18,79,75,76,76,79,81,"Good","Cao","高","Good","상","ดี","Paul Robinson","P. Robinson","badged y2006","2006","barclays-premier-league",76,"gk-76",1,"England","Tottenham Hotspur","15.10.1979(36)","193","90","3","5","2","2","","","","","GK Assist in Offense (AI),GK Long Throw","Lao lên tham gia phạt góc (AI),Thủ môn ném xa","GK 参与进攻 (AI),GK 大力手抛球","GK 공격 가담 (AI),GK 멀리 던지기"
"6014916",72,76,72,68,64,67,67,74,68,68,69,69,71,73,67,68,75,66,32,55,73,67,39,67,36,52,33,67,15,15,11,14,15,73,"Good","Cao","高","Good","상","ดี","Juan Pablo Angel","J. Pablo Angel","badged y2006","2006","barclays-premier-league",70,"st-70,cf-69",3,"Colombia","Aston Villa","24.10.1975(40)","184","78","4","5","2","2","","","","","Diver","Ăn vạ","假摔","다이버"
"6024438",40,75,44,67,32,43,55,79,75,69,66,69,69,76,75,79,78,62,57,41,68,46,77,68,77,84,81,79,12,14,16,12,17,81,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Mario Yepes","M. Yepes","badged y2006","2006","ligue-1",77,"cb-77,sw-77",2,"Colombia","Paris SG","13.1.1976(40)","186","83","3","5","1","2","Tanker,Wall of Wail","Chiến binh,Bức tường thép","重量级球员,抢断高手","탱커,통곡의 벽","Prefer sliding tackle (AI)","Xoạc bóng (AI)","铲断高手 (AI)","슬라이딩 태클 선호 (AI)"
"6028130",75,77,83,83,80,87,79,56,75,83,79,89,80,67,75,68,77,83,79,78,90,89,37,86,27,21,15,58,15,13,15,13,14,85,"Good","Cao","高","Good","상","ดี","Ronaldinho","Ronaldinho","badged y2006","2006","liga-bbva",82,"lw-82,cam-83,lf-81,cf-81",5,"Brazil","FC Barcelona","21.3.1980(36)","181","81","4","5","2","2","Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công","杂耍高手,任意球大师,传中高手,远射高手,控球大师","아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션","Sharp curling shot,Impressive Skill,Play maker (AI),Pass master","Sút xoáy,Tinh tế,Kiến tạo (AI),Chuyên gia chuyền bóng","a搓射高手,花式大师,组织型球员 (AI),传球大师","예리한 감아차기,화려한 개인기,플레이 메이커 (AI),패스 마스터"
"6030110",82,70,61,64,81,65,73,79,77,79,76,64,84,75,62,66,79,71,55,65,77,69,31,66,24,19,14,64,10,10,10,10,14,80,"Good","Cao","高","Good","상","ดี","Dimitar Berbatov","D. Berbatov","badged y2006","2006","barclays-premier-league",76,"st-76,cf-74",4,"Bulgaria","Tottenham Hotspur","30.1.1981(35)","188","79","3","5","1","1","Solver","Sát thủ","终结者","해결사","","","",""
"6034079",32,24,36,24,32,45,71,67,75,82,77,79,79,55,85,73,72,69,55,73,71,67,75,71,81,79,74,50,11,11,12,11,12,80,"Good","Cao","高","Good","상","ดี","Ashley Cole","A. Cole","badged y2006","2006","barclays-premier-league",76,"lb-76,lwb-76",3,"England","Chelsea","20.12.1980(35)","173","67","5","3","3","2","Acrobatic,Wall of Wail","Nghệ sĩ,Bức tường thép","杂耍高手,抢断高手","아크로바틱,통곡의 벽","","","",""
"6045504",79,78,55,74,65,80,80,67,74,71,70,71,72,68,69,68,67,67,64,57,70,74,34,68,30,28,19,66,17,18,12,11,16,74,"Good","Cao","高","Good","상","ดี","Mladen Petric","M. Petric","badged y2006","2006","raiffeisen-super-league",72,"cf-72,st-72,lw-70",3,"Croatia","FC Basel","1.1.1981(35)","183","79","5","4","2","1","Goal Getter,Freekick Specialist","Xạ thủ,Chuyên gia đá phạt","进球机器,任意球大师","골게터,프리킥 스페셜리스트","Sharp curling shot","Sút xoáy","a搓射高手","예리한 감아차기"
"6048940",11,22,11,14,11,12,15,21,47,55,54,76,75,62,45,67,66,26,24,12,25,12,22,69,11,12,11,53,80,78,75,82,82,83,"Good","Cao","高","Good","상","ดี","Petr Cech","P. Cech","badged y2006","2006","barclays-premier-league",79,"gk-79",1,"Czech Republic","Chelsea","20.5.1982(34)","196","88","5","3","2","2","","","","","GK Long Throw","Thủ môn ném xa","GK 大力手抛球","GK 멀리 던지기"
"6049170",66,72,57,72,79,60,60,53,53,75,70,71,79,63,79,68,71,82,76,53,76,76,39,63,21,16,17,63,12,11,10,11,10,82,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Thomas Kahlenberg","T. Kahlenberg","badged y2006","2006","ligue-2",71,"cam-71,rf-70",3,"Denmark","AJ Auxerre","20.3.1983(33)","183","72","4","5","2","2","","","","","Play maker (AI),Pass master","Kiến tạo (AI),Chuyên gia chuyền bóng","组织型球员 (AI),传球大师","플레이 메이커 (AI),패스 마스터"
"6050542",77,79,57,73,77,58,76,50,73,79,79,81,81,51,75,53,79,48,28,41,67,68,16,66,21,13,24,20,16,15,14,11,13,79,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Jermain Defoe","J. Defoe","badged y2006","2006","barclays-premier-league",70,"st-70",3,"England","Tottenham Hotspur","7.10.1982(34)","169","75","3","5","2","2","Acrobatic","Nghệ sĩ","杂耍高手","아크로바틱","Insists preferred position,Prefer individual play (AI)","Không linh hoạt,Cá nhân (AI)","固定站位,独狼 (AI)","선호 포지션 고집,개인 플레이 선호 (AI)"
"6050598",79,76,62,49,71,44,74,69,73,79,78,67,73,68,72,67,68,64,49,63,68,59,18,62,39,37,31,56,16,11,16,14,9,76,"Good","Cao","高","Good","상","ดี","Darren Bent","D. Bent","badged y2006","2006","football-league-championship",71,"st-71,rw-67",3,"England","Charlton Athletic","6.2.1984(32)","180","73","3","5","1","1","Solver","Sát thủ","终结者","해결사","Insists preferred position","Không linh hoạt","固定站位","선호 포지션 고집"
"6050641",35,56,33,40,27,48,50,72,72,78,69,64,65,73,73,75,73,62,49,42,68,36,67,71,75,69,73,75,13,8,13,11,9,76,"Good","Cao","高","Good","상","ดี","Jonathan Woodgate","J. Woodgate","badged y2006","2006","football-league-championship",70,"cb-70,sw-71",2,"England","Middlesbrough","22.1.1980(36)","183","80","3","5","2","3","","","","","Glass Body","Dễ chấn thương","玻璃人","유리몸"
"6051257",72,76,57,60,56,29,73,73,71,71,70,59,77,84,72,60,63,64,24,26,80,76,16,71,24,19,15,38,18,19,16,14,20,81,"Good","Cao","高","Good","상","ดี","Peter Crouch","P. Crouch","badged y2006","2006","barclays-premier-league",72,"st-72,cf-72",2,"England","Liverpool","30.1.1981(35)","201","75","2","5","2","2","Dominator of the air","Chuyên gia không chiến","高空制空权","공중의 지배자","","","",""
"6051394",77,74,68,78,76,53,46,78,77,69,70,72,74,78,79,76,70,74,70,69,73,64,59,74,78,74,74,80,12,17,13,12,17,77,"Good","Cao","高","Good","상","ดี","Kevin Nolan","K. Nolan","badged y2006","2006","football-league-championship",72,"cm-72,cam-72,cdm-72",3,"England","Bolton Wanderers","24.6.1982(34)","183","89","3","5","2","2","Solver","Sát thủ","终结者","해결사","Steel Body,Prefer long shot (AI)","Cứng cỏi,Sút xa (AI)","不易受伤,重炮手 (AI)","강철몸,중거리 슛 선호 (AI)"
"6053593",73,71,59,73,69,74,67,55,70,69,67,68,77,60,69,56,71,68,67,72,72,65,60,75,53,44,56,62,16,15,16,9,10,78,"Good","Cao","高","Good","상","ดี","Gary O'Neil","G. O'Neil","badged y2006","2006","football-league-2",70,"cam-70,cm-69,rw-70",3,"England","Portsmouth","18.5.1983(33)","173","61","3","5","2","2","","","","","","","",""
"6053869",76,53,76,59,33,79,70,62,71,74,76,76,76,72,77,75,77,83,75,83,66,65,67,71,80,79,59,71,30,29,25,30,24,81,"Good","Cao","高","Good","상","ดี","Nicky Shorey","N. Shorey","badged y2006","2006","football-league-championship",74,"lb-74,lwb-74,lw-72",2,"England","Reading","19.2.1981(35)","175","67","5","3","2","2","Wall of Wail,Delivery cross","Bức tường thép,Tạt bóng","抢断高手,传中高手","통곡의 벽,택배 크로스","","","",""
"6111661",13,29,13,14,12,14,28,15,18,42,42,73,62,56,49,52,63,35,28,14,24,12,19,48,13,14,15,52,79,67,60,80,74,80,"Average","TB","中","Normal","보통","ดปานกลาง","Carlos Idriss Kameni","C. Idriss Kameni","badged y2006","2006","liga-bbva",72,"gk-72",1,"Cameroon","RCD Espanyol","18.2.1984(32)","186","86","3","5","2","2","","","","","GK Assist in Offense (AI)","Lao lên tham gia phạt góc (AI)","GK 参与进攻 (AI)","GK 공격 가담 (AI)"
"6120304",57,75,49,51,62,63,51,65,78,74,73,75,76,59,83,80,80,79,64,58,71,67,76,75,79,72,79,71,13,12,12,13,13,81,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Jean II Makoun","J. II Makoun","badged y2006","2006","ligue-1",75,"cdm-75,cm-72,rm-70,rwb-73",2,"Cameroon","LOSC Lille","29.5.1983(33)","173","72","3","5","2","2","","","","","","","",""
"6120312",33,49,20,29,26,34,39,80,69,60,62,66,67,67,65,67,63,70,42,29,60,42,74,63,78,73,77,63,11,13,12,16,11,79,"Good","Cao","高","Good","상","ดี","Michael Dawson","M. Dawson","badged y2006","2006","barclays-premier-league",72,"cb-72",2,"England","Tottenham Hotspur","18.11.1983(32)","188","80","3","5","2","3","","","","","","","",""
"6134941",73,60,65,70,63,42,43,53,75,75,73,67,72,58,81,72,75,76,70,56,72,65,66,74,76,68,66,63,14,15,15,13,18,76,"Good","Cao","高","Good","상","ดี","Steve Sidwell","S. Sidwell","badged y2006","2006","football-league-championship",72,"cm-72,cam-72",2,"England","Reading","14.12.1982(33)","175","74","3","5","2","2","","","","","","","",""
"6138193",70,70,70,76,74,68,63,65,76,77,72,64,71,75,86,76,71,76,73,70,79,62,61,74,77,73,72,94,17,19,14,19,15,75,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Joey Barton","J. Barton","badged y2006","2006","barclays-premier-league",74,"cm-74,cdm-74,cam-72",3,"England","Manchester City","2.9.1982(34)","177","70","3","5","2","3","","","","","Steel Body","Cứng cỏi","不易受伤","강철몸"
"6138468",22,62,43,50,23,48,35,78,67,59,62,59,68,74,73,76,70,62,49,48,60,47,65,62,71,78,76,68,10,14,11,14,16,72,"Good","Cao","高","Good","상","ดี","David Rozehnal","D. Rozehnal","badged y2006","2006","ligue-1",71,"cb-71,cdm-66",2,"Czech Republic","Paris SG","5.7.1980(36)","191","77","3","5","1","2","","","","","","","",""
"6138726",25,62,24,62,38,55,58,70,72,71,70,68,71,75,79,78,66,63,58,41,66,49,69,72,69,71,69,75,13,17,11,16,13,78,"Good","Cao","高","Good","상","ดี","Joleon Lescott","J. Lescott","badged y2006","2006","barclays-premier-league",70,"cb-70,lb-67",2,"England","Everton","16.8.1982(34)","188","83","5","3","2","2","Tanker","Chiến binh","重量级球员","탱커","Glass Body","Dễ chấn thương","玻璃人","유리몸"
"6139997",68,55,58,68,69,75,77,31,71,70,71,62,58,75,72,75,75,68,72,72,71,76,76,72,46,37,34,78,14,16,12,13,10,73,"Good","Cao","高","Good","상","ดี","Darijo Srna","D. Srna","badged y2006","2006","",70,"rm-70,cm-68,lm-70",3,"Croatia","Rest of the World","1.5.1982(34)","182","78","3","5","3","3","","","","","","","",""
"6142444",74,64,65,73,70,62,59,67,67,80,72,73,76,72,71,76,68,59,48,57,70,68,43,67,22,17,50,55,13,12,14,11,10,73,"Good","Cao","高","Good","상","ดี","Pierre Webo","P. Webo","badged y2006","2006","liga-adelante",70,"st-70",3,"Cameroon","CA Osasuna","20.1.1982(34)","180","77","3","5","2","2","","","","","","","",""
"6143671",15,17,33,10,15,16,16,15,19,57,77,59,68,64,80,70,73,15,24,16,32,17,26,53,16,19,17,63,73,71,72,68,70,71,"Average","TB","中","Normal","보통","ดปานกลาง","Stipe Pletikosa","S. Pletikosa","badged y2006","2006","",70,"gk-70",1,"Croatia","Rest of the World","8.1.1979(37)","193","83","5","3","2","2","","","","","","","",""
"6148138",76,74,56,61,66,60,73,72,73,70,77,68,56,65,76,69,69,65,43,58,72,71,48,74,33,31,37,70,11,18,19,16,12,77,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Ivica Olic","I. Olic","badged y2006","2006","sogaz-russian-football-championship",70,"st-70,lf-70,lw-69",2,"Croatia","CSKA Moskva","14.9.1979(37)","182","82","5","4","3","3","","","","","","","",""
"6152039",61,59,42,45,42,59,27,66,57,71,61,68,72,78,73,78,61,50,50,40,67,59,76,55,67,72,75,75,16,14,16,18,21,82,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Daniel Agger","D. Agger","badged y2006","2006","barclays-premier-league",71,"cb-71,lb-66",2,"Denmark","Liverpool","12.12.1984(31)","189","80","5","3","2","2","","","","","Long Throw In","Ném biên xa","大力手抛球","장거리 드로잉"
"6155813",31,49,24,59,25,41,48,76,66,69,73,73,75,74,74,77,73,63,54,52,62,44,65,71,78,76,73,75,11,13,11,11,10,76,"Good","Cao","高","Good","상","ดี","Luis Amaranto Perea","L. Amaranto Perea","badged y2006","2006","liga-bbva",72,"cb-72,sw-73,rb-69",2,"Colombia","Atletico Madrid","30.1.1979(37)","180","76","3","5","2","2","","","","","","","",""
"6163631",24,50,67,73,56,68,40,62,63,71,72,67,68,56,76,62,63,69,57,74,67,56,64,63,72,73,72,56,9,10,16,14,10,77,"Good","Cao","高","Good","상","ดี","Leighton Baines","L. Baines","badged y2006","2006","football-league-1",70,"lb-70,lwb-70",2,"England","Wigan Athletic","11.12.1984(31)","170","74","5","1","3","2","","","","","Prefer long shot (AI)","Sút xa (AI)","重炮手 (AI)","중거리 슛 선호 (AI)"
"6167413",29,79,56,48,28,52,62,63,78,72,71,48,70,67,73,71,65,75,70,72,78,45,66,70,69,67,72,67,16,10,11,11,16,80,"Good","Cao","高","Good","상","ดี","Jan Polak","J. Polak","badged y2006","2006","bundesliga-2",70,"cdm-70,cm-68,lm-66,lwb-70",2,"Czech Republic","1. FC Nuremberg","14.3.1981(35)","181","73","5","3","1","2","","","","","","","",""
"6167905",65,65,60,72,65,62,57,65,67,78,77,67,66,62,68,74,65,67,63,67,72,72,42,71,51,39,55,56,17,11,16,11,9,73,"Good","Cao","高","Good","상","ดี","Antonio Valencia","A. Valencia","badged y2006","2006","football-league-1",70,"rw-70,rm-69,lw-70,cam-69",2,"Ecuador","Wigan Athletic","4.8.1985(31)","180","71","4","5","2","3","","","","","Sharp curling shot","Sút xoáy","a搓射高手","예리한 감아차기"
"7000027",68,67,74,73,75,70,59,46,70,73,75,81,74,61,72,62,73,75,62,74,80,85,39,70,45,39,52,62,11,11,9,10,11,79,"Good","Cao","高","Good","상","ดี","Joe Cole","J. Cole","badged y2007","2007","barclays-premier-league",75,"rw-75,lw-75,cam-74,rm-74",4,"England","Chelsea","8.11.1981(34)","175","70","4","5","3","1","Acrobatic,Technician","Nghệ sĩ,Vũ công","杂耍高手,控球大师","아크로바틱,테크니션","Impressive Skill","Tinh tế","花式大师","화려한 개인기"
"7003395",64,70,69,68,73,56,56,39,63,81,82,79,69,36,65,46,74,64,59,73,75,79,41,67,37,40,37,38,11,11,11,9,8,76,"Average","TB","中","Normal","보통","ดปานกลาง","Shaun Wright-Phillips","S. Wright-Phillips","badged y2007","2007","barclays-premier-league",72,"rw-72,rf-70,rm-71,lw-72",3,"England","Chelsea","25.10.1981(34)","166","71","3","5","2","1","Technician","Vũ công","控球大师","테크니션","","","",""
"7006826",67,69,71,63,72,76,80,74,71,64,63,72,72,71,76,73,73,74,73,80,73,72,77,70,77,75,73,72,15,13,16,14,11,74,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Gareth Barry","G. Barry","badged y2007","2007","barclays-premier-league",71,"lm-71,cm-72,cb-74,lb-73",2,"England","Aston Villa","23.2.1981(35)","180","79","5","4","2","3","","","","","Prefer early cross (AI)","Tạt bóng sớm (AI)","斜传好手 (AI)","斜传好手 (AI)"
"7008473",67,75,79,81,82,75,77,50,75,71,73,76,70,60,71,49,74,82,74,76,83,80,44,85,46,41,39,60,10,11,11,11,11,79,"Good","Cao","高","Good","상","ดี","Tomas Rosicky","T. Rosicky","badged y2007","2007","barclays-premier-league",78,"cam-78,cm-75,rm-76",3,"Czech Republic","Arsenal","4.10.1980(36)","175","67","4","5","3","3","Maestro,Technician","Bậc thầy,Vũ công","节奏大师,控球大师","마에스트로,테크니션","Prefer long shot (AI),Pass master","Sút xa (AI),Chuyên gia chuyền bóng","重炮手 (AI),传球大师","중거리 슛 선호 (AI),패스 마스터"
"7008517",65,65,68,66,63,52,68,70,77,69,70,71,77,65,85,71,69,79,68,62,75,64,57,73,77,74,72,81,12,11,16,12,12,75,"Good","Cao","高","Good","상","ดี","Scott Parker","S. Parker","badged y2007","2007","barclays-premier-league",73,"cm-73,cdm-73,rm-71,cam-72",2,"England","West Ham United","13.10.1980(35)","175","70","3","5","2","3","","","","","Prefer sliding tackle (AI)","Xoạc bóng (AI)","铲断高手 (AI)","슬라이딩 태클 선호 (AI)"
"7009676",85,81,79,71,77,73,62,72,79,85,87,80,80,73,72,70,77,79,63,63,77,76,40,80,32,26,15,68,12,11,11,11,12,81,"Good","Cao","高","Good","상","ดี","Samuel Eto'o","S. Eto'o","badged y2007","2007","liga-bbva",79,"st-79,cf-79,rf-79",4,"Cameroon","FC Barcelona","10.3.1981(35)","180","74","3","5","2","2","Acrobatic,Fast runner,Solver","Nghệ sĩ,Tia chớp,Sát thủ","杂耍高手,飞翼,终结者","아크로바틱,날쌘돌이,해결사","Leadership,Impressive Skill","Lãnh đạo,Tinh tế","领导力,花式大师","리더쉽,화려한 개인기"
"7011918",70,70,50,55,64,39,68,85,73,64,63,68,70,79,77,87,68,61,40,39,67,62,41,70,50,43,32,87,10,14,15,12,9,72,"Good","Cao","高","Good","상","ดี","Kevin Davies","K. Davies","badged y2007","2007","football-league-championship",70,"st-70,rf-67",2,"England","Bolton Wanderers","26.3.1977(39)","183","81","3","5","2","2","Tanker,Dominator of the air","Chiến binh,Chuyên gia không chiến","重量级球员,高空制空权","탱커,공중의 지배자","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩"
"7013130",24,41,32,29,31,25,34,72,74,70,68,54,68,75,73,73,65,60,56,46,64,43,74,62,73,71,73,72,11,10,13,13,13,73,"Good","Cao","高","Good","상","ดี","Wes Brown","W. Brown","badged y2007","2007","barclays-premier-league",71,"cb-71,rb-67",2,"England","Manchester United","13.10.1979(36)","185","74","3","5","2","3","","","","","","","",""
"7013690",83,71,72,67,73,62,77,70,77,82,85,76,79,65,76,62,73,66,37,63,73,72,46,72,24,21,33,48,9,15,11,16,11,77,"Excellent","Rất cao","超高","Excellent","최상","ดดีมาก","Andrew Johnson","A. Johnson","badged y2007","2007","barclays-premier-league",75,"st-75,cf-74,rf-74",3,"England","Everton","10.2.1981(35)","170","70","3","5","2","2","Fast runner,Solver","Tia chớp,Sát thủ","飞翼,终结者","날쌘돌이,해결사","Diver,Prefer individual play (AI)","Ăn vạ,Cá nhân (AI)","假摔,独狼 (AI)","다이버,개인 플레이 선호 (AI)"
"7013739",71,75,55,62,72,46,62,78,69,67,65,67,69,76,73,77,73,68,56,57,71,58,74,67,49,43,42,85,13,13,16,16,15,73,"Average","TB","中","Normal","보통","ดปานกลาง","Alan Smith","A. Smith","badged y2007","2007","barclays-premier-league",70,"st-70,cm-65,rm-65",2,"England","Newcastle United","28.10.1980(35)","176","69","4","5","2","2","","","","","Glass Body,Short tempered,Strong Header","Dễ chấn thương,Tranh cãi trọng tài,Đánh đầu mạnh","玻璃人,与裁判争论,强力头球","유리몸,다혈질,강력한 헤딩"
"7013914",20,26,20,21,21,21,27,20,44,51,50,40,71,64,39,65,58,24,25,21,22,19,25,64,20,21,13,50,77,73,76,76,70,77,"Good","Cao","高","Good","상","ดี","Paul Robinson","P. Robinson","badged y2007","2007","barclays-premier-league",73,"gk-73",1,"England","Tottenham Hotspur","15.10.1979(36)","193","90","3","5","2","2","","","","","GK Assist in Offense (AI),GK Long Throw","Lao lên tham gia phạt góc (AI),Thủ môn ném xa","GK 参与进攻 (AI),GK 大力手抛球","GK 공격 가담 (AI),GK 멀리 던지기"
"7014916",79,79,72,68,70,76,72,78,78,64,66,69,75,75,72,71,78,68,32,57,78,60,40,72,36,52,33,67,15,15,11,14,15,75,"Good","Cao","高","Good","상","ดี","Juan Pablo Angel","J. Pablo Angel","badged y2007","2007","major-league-soccer",74,"st-74,cf-72",3,"Colombia","NY Red Bulls","24.10.1975(40)","184","78","4","5","2","2","Solver","Sát thủ","终结者","해결사","Diver","Ăn vạ","假摔","다이버"
