pid,imageid,finishing,shotpower,curve,longshots,volleys,freekickaccuracy,penalties,headingaccuracy,positioning,sprintspeed,acceleration,agility,reactions,jumping,stamina,strength,balance,shortpassing,longpassing,crossing,ballcontrol,dribbling,tacticalawareness,vision,standingtackle,slidingtackle,marking,aggression,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,poten,perfcon,perfcon_vn,perfcon_cn,perfcon_id,perfcon_kr,perfcon_th,fullname,shortname,badged,season,league,overallrating,positions,skillmoves,nation,club,birthday,height,weight,leftfoot,rightfoot,attack,defence,speciality,speciality_vn,speciality_cn,speciality_kr,hidden_score,hidden_score_vn,hidden_score_cn,hidden_score_kr,isliveboost,boostvalue
"23021146","21146",69,77,73,82,76,79,78,67,87,78,77,81,85,74,88,72,78,87,90,81,90,73,87,86,81,74,79,74,17,19,14,18,14,5,"0","0","0","0","0","0","Michael Carrick","M. Carrick","badged y2023","2016","",85,"cam-83,cm-85,cdm-84",2,"England","Manchester United","28.7.1981 (36)","188","74","4","5","1","2","Perfect Midfielder,Acrobatic,Vacuum Cleaner,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro","Nhạc trưởng,Nghệ sĩ,Máy quét,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Bậc thầy","完美的中场大师,杂耍高手,清道夫,任意球大师,传中高手,远射高手,节奏大师","완벽한 미드필더,아크로바틱,진공 청소기,프리킥 스페셜리스트,택배 크로스,캐논 슈터,마에스트로","Play maker (AI),Pass master","Kiến tạo (AI),Chuyên gia chuyền bóng","组织型球员 (AI),传球大师","플레이 메이커 (AI),패스 마스터","",""
"23029183","29183",16,16,16,13,15,15,39,16,15,48,45,36,66,64,40,64,38,23,22,14,24,16,25,33,14,15,15,39,84,77,70,86,78,5,"0","0","0","0","0","0","Gerhard Tremmel","G. Tremmel","badged y2023","2016","",79,"gk-79",1,"Germany","Swansea City","16.11.1978 (39)","190","86","3","5","2","2","","","","","","","","","",""
"23045842","45842",63,70,63,67,60,70,59,87,61,61,65,56,84,75,68,84,55,82,76,66,72,58,88,65,79,76,82,88,23,15,23,29,27,5,"0","0","0","0","0","0","Jonas Olsson","J. Olsson","badged y2023","2016","",81,"cb-81",2,"Sweden","West Brom","10.3.1983 (34)","193","84","5","3","2","2","Tanker,Vacuum Cleaner,Dominator of the air","Chiến binh,Máy quét,Chuyên gia không chiến","重量级球员,清道夫,高空制空权","탱커,진공 청소기,공중의 지배자","Prefer sliding tackle (AI),Leadership","Xoạc bóng (AI),Lãnh đạo","铲断高手 (AI),领导力","슬라이딩 태클 선호 (AI),리더쉽","",""
"23049212","49212",15,24,16,14,14,14,22,13,11,41,40,48,69,67,35,41,53,24,23,15,21,16,22,12,14,16,14,22,84,79,76,81,79,5,"0","0","0","0","0","0","Julian Speroni","J. Speroni","badged y2023","2016","",79,"gk-79",1,"Argentina","Crystal Palace","18.5.1979 (38)","186","87","3","5","2","2","","","","","","","","","",""
"23050294","50294",77,86,62,79,79,63,80,74,81,78,81,86,79,76,64,68,83,77,62,75,81,81,40,71,52,41,48,68,25,24,25,27,28,5,"0","0","0","0","0","0","Souleymane Camara","S. Camara","badged y2023","2016","",78,"st-78,rw-78",2,"Senegal","Montpellier HPC","22.12.1982 (35)","174","75","3","5","2","2","Acrobatic,Cannon Shooter,Technician,Solver","Nghệ sĩ,Đại pháo,Vũ công,Sát thủ","杂耍高手,远射高手,控球大师,终结者","아크로바틱,캐논 슈터,테크니션,해결사","Prefer long shot (AI)","Sút xa (AI)","重炮手 (AI)","중거리 슛 선호 (AI)","",""
"23051257","51257",88,86,63,74,89,59,84,88,85,59,70,71,88,46,71,84,38,78,67,65,82,78,35,81,31,31,41,84,18,19,23,22,29,5,"0","0","0","0","0","0","Peter Crouch","P. Crouch","badged y2023","2016","",82,"st-82",3,"England","Stoke City","30.1.1981 (36)","201","84","3","5","2","2","Perfect Striker,Goal Getter,Tanker,Cannon Shooter,Dominator of the air,Solver","Cây săn bàn,Xạ thủ,Chiến binh,Đại pháo,Chuyên gia không chiến,Sát thủ","完美的进球机器,进球机器,重量级球员,远射高手,高空制空权,终结者","완벽한 공격수,골게터,탱커,캐논 슈터,공중의 지배자,해결사","Sharp curling shot","Sút xoáy","搓射高手","예리한 감아차기","",""
"23051261","51261",14,28,16,15,14,15,40,16,16,44,39,48,61,66,39,51,45,38,32,14,34,17,26,39,14,18,16,22,81,84,75,87,77,5,"0","0","0","0","0","0","Boaz Myhill","B. Myhill","badged y2023","2016","",79,"gk-79",1,"Wales","West Brom","9.11.1982 (35)","191","92","2","5","2","2","","","","","GK Long Throw","Thủ môn ném xa","GK 大力手抛球","GK 멀리 던지기","",""
"23051620","51620",67,80,86,80,59,66,66,85,60,50,49,76,69,83,86,87,81,74,70,76,70,55,80,63,83,74,76,87,35,32,24,30,34,5,"0","0","0","0","0","0","Cedric Varrault","C. Varrault","badged y2023","2016","",78,"cb-78",2,"France","Dijon FCO","30.1.1980 (37)","182","76","3","5","2","3","Tanker,Cannon Shooter,Dominator of the air","Chiến binh,Đại pháo,Chuyên gia không chiến","重量级球员,远射高手,高空制空权","탱커,캐논 슈터,공중의 지배자","Glass Body,Leadership","Dễ chấn thương,Lãnh đạo","玻璃人,领导力","유리몸,리더쉽","",""
"23052306","52306",80,83,85,91,65,85,87,74,79,71,79,73,82,84,82,73,77,83,86,84,82,86,82,83,89,83,71,79,31,26,34,36,38,5,"0","0","0","0","0","0","Chris Brunt","C. Brunt","badged y2023","2016","",81,"rm-81,rb-81",3,"Northern Ireland","West Brom","14.12.1984 (33)","187","85","5","2","2","2","Perfect Striker,Goal Getter,Vacuum Cleaner,Wall of Wail,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Solver","Cây săn bàn,Xạ thủ,Máy quét,Bức tường thép,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công,Sát thủ","完美的进球机器,进球机器,清道夫,抢断高手,任意球大师,传中高手,远射高手,控球大师,终结者","완벽한 공격수,골게터,진공 청소기,통곡의 벽,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션,해결사","","","","","",""
"23052829","52829",61,87,66,82,69,82,73,73,83,76,78,74,81,80,89,81,80,81,82,80,85,83,72,82,86,86,80,82,18,25,25,26,19,5,"0","0","0","0","0","0","Angelo Palombo","A. Palombo","badged y2023","2016","",82,"cm-82,cdm-81",3,"Italy","Sampdoria","25.9.1981 (36)","177","77","3","5","2","3","Perfect Midfielder,Tanker,Wall of Wail,Freekick Specialist,Cannon Shooter,Maestro,Technician","Nhạc trưởng,Chiến binh,Bức tường thép,Chuyên gia đá phạt,Đại pháo,Bậc thầy,Vũ công","完美的中场大师,重量级球员,抢断高手,任意球大师,远射高手,节奏大师,控球大师","완벽한 미드필더,탱커,통곡의 벽,프리킥 스페셜리스트,캐논 슈터,마에스트로,테크니션","Leadership,Prefer long pass (AI)","Lãnh đạo,Chuyền dài (AI)","领导力,善于长传 (AI)","리더쉽,긴 패스 선호 (AI)","",""
"23053302","53302",74,87,78,85,75,74,81,86,87,79,80,81,86,87,95,84,83,84,81,81,86,75,89,85,84,82,76,92,16,24,23,12,22,5,"0","0","0","0","0","0","Daniele De Rossi","D. De Rossi","badged y2023","2016","",85,"cdm-85",3,"Italy","Roma","24.7.1983 (34)","184","83","4","5","2","3","Perfect Defender,Tanker,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Cannon Shooter,Dominator of the air","Tảng đá,Chiến binh,Nghệ sĩ,Máy quét,Bức tường thép,Tạt bóng,Đại pháo,Chuyên gia không chiến","完美防守大将,重量级球员,杂耍高手,清道夫,抢断高手,传中高手,远射高手,高空制空权","완벽한 수비수,탱커,아크로바틱,진공 청소기,통곡의 벽,택배 크로스,캐논 슈터,공중의 지배자","Leadership,Short tempered,Prefer long pass (AI),Prefer long shot (AI)","Lãnh đạo,Tranh cãi trọng tài,Chuyền dài (AI),Sút xa (AI)","领导力,与裁判争论,善于长传 (AI),重炮手 (AI)","리더쉽,다혈질,긴 패스 선호 (AI),중거리 슛 선호 (AI)","",""
"23053612","53612",42,73,46,33,35,52,50,90,45,72,69,42,92,65,75,87,52,78,63,43,71,46,94,61,89,85,90,76,12,18,16,19,18,5,"0","0","0","0","0","0","Per Mertesacker","P. Mertesacker","badged y2023","2016","",85,"cb-85",2,"Germany","Arsenal","29.9.1984 (33)","198","90","3","5","1","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Strong Header","Đánh đầu mạnh","强力头球","강력한 헤딩","",""
"23053914","53914",43,75,64,61,49,42,70,83,59,72,77,60,82,90,82,88,68,77,68,60,68,57,87,48,86,86,88,86,23,20,17,16,18,5,"0","0","0","0","0","0","Phil Jagielka","P. Jagielka","badged y2023","2016","",84,"cb-84",2,"England","Everton","17.8.1982 (35)","183","83","3","5","2","3","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","Prefer sliding tackle (AI),Leadership,Prefer long pass (AI)","Xoạc bóng (AI),Lãnh đạo,Chuyền dài (AI)","铲断高手 (AI),领导力,善于长传 (AI)","슬라이딩 태클 선호 (AI),리더쉽,긴 패스 선호 (AI)","",""
"23054050","54050",89,91,86,92,92,85,82,79,80,87,87,85,84,77,94,86,87,80,74,78,87,86,47,85,51,36,39,94,20,17,11,21,17,5,"0","0","0","0","0","0","Wayne Rooney","W. Rooney","badged y2023","2016","",85,"st-85,rw-84,cf-85",3,"England","Manchester United","24.10.1985 (32)","176","83","4","5","3","3","Perfect Striker,Goal Getter,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Two hearts,Technician,Fast runner","Cây săn bàn,Xạ thủ,Chiến binh,Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Người không phổi,Vũ công,Tia chớp","完美的进球机器,进球机器,重量级球员,杂耍高手,任意球大师,传中高手,远射高手,跑不死,控球大师,飞翼","완벽한 공격수,골게터,탱커,아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,두개의 심장,테크니션,날쌘돌이","Prefer long shot (AI),Play maker (AI)","Sút xa (AI),Kiến tạo (AI)","重炮手 (AI),组织型球员 (AI)","중거리 슛 선호 (AI),플레이 메이커 (AI)","",""
"23054051","54051",79,78,63,65,80,42,75,51,77,91,81,87,79,72,78,51,85,80,64,83,84,91,54,76,54,57,43,45,29,28,26,27,28,5,"0","0","0","0","0","0","Wayne Routledge","W. Routledge","badged y2023","2016","",81,"st-76,rw-82,rm-81",4,"England","Swansea City","7.1.1985 (32)","170","77","4","5","2","2","Acrobatic,Technician,Fast runner","Nghệ sĩ,Vũ công,Tia chớp","杂耍高手,控球大师,飞翼","아크로바틱,테크니션,날쌘돌이","Prefer main feet,Impressive Skill","Tránh sai chân thuận,Tinh tế","善用惯用脚,花式大师","주발 선호,화려한 개인기","",""
"23101336","101336",56,62,80,64,70,68,68,73,77,91,81,90,87,80,82,77,74,83,78,84,87,79,86,84,82,88,83,79,32,22,28,22,24,5,"0","0","0","0","0","0","Clemens Fritz","C. Fritz","badged y2023","2016","",84,"rm-81,rwb-84,rb-84",3,"Germany","Werder Bremen","7.12.1980 (37)","183","81","3","5","2","2","Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Technician,Fast runner","Tảng đá,Nghệ sĩ,Máy quét,Bức tường thép,Tạt bóng,Vũ công,Tia chớp","完美防守大将,杂耍高手,清道夫,抢断高手,传中高手,控球大师,飞翼","완벽한 수비수,아크로바틱,진공 청소기,통곡의 벽,택배 크로스,테크니션,날쌘돌이","Prefer sliding tackle (AI),Leadership","Xoạc bóng (AI),Lãnh đạo","铲断高手 (AI),领导力","슬라이딩 태클 선호 (AI),리더쉽","",""
"23108080","108080",55,78,74,74,67,72,67,74,73,86,84,81,85,79,89,75,79,77,70,83,87,72,82,62,88,87,84,85,16,19,22,22,16,5,"0","0","0","0","0","0","Stephan Lichtsteiner","S. Lichtsteiner","badged y2023","2016","",84,"rm-77,rb-84",2,"Switzerland","Juventus","16.1.1984 (33)","182","75","3","5","3","3","Perfect Defender,Acrobatic,Vacuum Cleaner,Wall of Wail,Delivery cross,Two hearts,Fast runner","Tảng đá,Nghệ sĩ,Máy quét,Bức tường thép,Tạt bóng,Người không phổi,Tia chớp","完美防守大将,杂耍高手,清道夫,抢断高手,传中高手,跑不死,飞翼","완벽한 수비수,아크로바틱,진공 청소기,통곡의 벽,택배 크로스,두개의 심장,날쌘돌이","","","","","",""
"23109852","109852",64,62,56,49,42,49,62,87,65,68,73,64,81,85,80,89,72,68,64,67,82,48,79,66,87,84,83,86,34,28,37,35,30,5,"0","0","0","0","0","0","Gareth McAuley","G. McAuley","badged y2023","2016","",83,"cb-83",2,"Northern Ireland","West Brom","5.12.1979 (38)","195","89","3","5","1","3","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Dominator of the air","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Chuyên gia không chiến","完美防守大将,重量级球员,清道夫,抢断高手,高空制空权","완벽한 수비수,탱커,진공 청소기,통곡의 벽,공중의 지배자","","","","","",""
"23110283","110283",80,85,84,83,71,86,80,69,75,83,86,83,76,67,87,75,80,87,89,87,85,81,55,86,71,64,67,76,32,18,25,31,27,5,"0","0","0","0","0","0","Duda","Duda","badged y2023","2016","",83,"cam-83,rm-83",3,"Portugal","Malaga CF","27.6.1980 (37)","175","71","5","3","2","3","Perfect Striker,Goal Getter,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Technician,Fast runner,Solver","Cây săn bàn,Xạ thủ,Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Vũ công,Tia chớp,Sát thủ","完美的进球机器,进球机器,杂耍高手,任意球大师,传中高手,远射高手,控球大师,飞翼,终结者","완벽한 공격수,골게터,아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,테크니션,날쌘돌이,해결사","Prefer early cross (AI),Prefer long pass (AI)","Tạt bóng sớm (AI),Chuyền dài (AI)","斜传好手 (AI),善于长传 (AI)","斜传好手 (AI),긴 패스 선호 (AI)","",""
"23112230","112230",59,80,75,76,53,70,69,78,84,83,81,77,79,87,82,82,84,84,75,76,79,65,80,78,78,79,86,88,21,26,22,25,23,5,"0","0","0","0","0","0","Franck Beria","F. Beria","badged y2023","2016","",80,"rb-80",2,"France","LOSC Lille","23.5.1983 (34)","177","76","3","5","2","2","Perfect Defender,Tanker,Vacuum Cleaner,Wall of Wail,Fast runner","Tảng đá,Chiến binh,Máy quét,Bức tường thép,Tia chớp","完美防守大将,重量级球员,清道夫,抢断高手,飞翼","완벽한 수비수,탱커,진공 청소기,통곡의 벽,날쌘돌이","","","","","",""
"23112244","112244",76,80,83,80,77,79,83,68,76,82,87,85,82,80,85,81,70,89,81,86,87,84,74,90,69,60,64,79,23,27,25,20,20,5,"0","0","0","0","0","0","Jaroslav Plasil","J. Plasil","badged y2023","2016","",83,"cm-83,cdm-78",3,"Czech Republic","Bordeaux","5.1.1982 (35)","182","72","4","5","2","2","Perfect Midfielder,Tanker,Acrobatic,Freekick Specialist,Delivery cross,Cannon Shooter,Maestro,Technician,Fast runner","Nhạc trưởng,Chiến binh,Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Đại pháo,Bậc thầy,Vũ công,Tia chớp","完美的中场大师,重量级球员,杂耍高手,任意球大师,传中高手,远射高手,节奏大师,控球大师,飞翼","완벽한 미드필더,탱커,아크로바틱,프리킥 스페셜리스트,택배 크로스,캐논 슈터,마에스트로,테크니션,날쌘돌이","Leadership","Lãnh đạo","领导力","리더쉽","",""
"23112389","112389",74,75,82,79,79,89,80,48,85,75,73,84,75,44,68,50,82,84,82,81,88,89,48,83,45,39,52,62,24,29,26,27,24,5,"0","0","0","0","0","0","Thibault Giresse","T. Giresse","badged y2023","2016","",81,"rm-81",3,"France","Guingamp","25.5.1981 (36)","172","65","5","3","3","2","Acrobatic,Freekick Specialist,Delivery cross,Technician","Nghệ sĩ,Chuyên gia đá phạt,Tạt bóng,Vũ công","杂耍高手,任意球大师,传中高手,控球大师","아크로바틱,프리킥 스페셜리스트,택배 크로스,테크니션","","","","","",""
"23114764","114764",14,29,14,16,17,15,15,15,17,50,40,45,73,53,33,75,49,28,21,13,25,13,23,14,13,14,15,36,70,84,86,84,85,5,"0","0","0","0","0","0","Iraizoz","Iraizoz","badged y2023","2016","",80,"gk-80",1,"Spain","Athletic Bilbao","6.3.1981 (36)","191","89","3","5","2","2","","","","","GK Assist in Offense (AI)","Lao lên tham gia phạt góc (AI)","GK 参与进攻 (AI)","GK 공격 가담 (AI)","",""
"23115533","115533",14,22,15,14,11,16,11,17,36,42,34,32,66,75,53,69,70,23,24,16,32,11,29,31,11,12,9,37,88,80,80,83,81,5,"0","0","0","0","0","0","Diego Benaglio","D. Benaglio","badged y2023","2016","",80,"gk-80",1,"Switzerland","VfL Wolfsburg","8.9.1983 (34)","194","89","3","5","2","2","","","","","","","","","",""
"23115888","115888",15,22,15,11,12,16,22,15,10,32,30,28,61,62,47,73,30,24,20,11,20,14,16,15,16,13,17,23,77,76,66,84,78,5,"0","0","0","0","0","0","Christofer Heimeroth","C. Heimeroth","badged y2023","2016","",76,"gk-76",1,"Germany","Bor. M gladbach","1.8.1981 (36)","194","91","3","5","2","2","","","","","","","","","",""
"23115909","115909",87,82,74,80,76,72,91,80,90,89,85,88,88,80,86,70,84,70,53,62,80,91,49,78,28,31,25,60,17,26,25,21,17,5,"0","0","0","0","0","0","Ruben Castro","Ruben Castro","badged y2023","2016","",83,"st-83",3,"Spain","Real Betis","27.6.1981 (36)","174","72","3","5","2","1","Perfect Striker,Goal Getter,Acrobatic,Cannon Shooter,Technician,Fast runner,Solver","Cây săn bàn,Xạ thủ,Nghệ sĩ,Đại pháo,Vũ công,Tia chớp,Sát thủ","完美的进球机器,进球机器,杂耍高手,远射高手,控球大师,飞翼,终结者","완벽한 공격수,골게터,아크로바틱,캐논 슈터,테크니션,날쌘돌이,해결사","Prefer individual play (AI)","Cá nhân (AI)","独狼 (AI)","개인 플레이 선호 (AI)","",""
